date,coffee,china_gdp_yoy_forecast,coffee_inventory,coffee_nearby,coffee_total_consumption_usda,colombia_coffee_exports,crude_nearby,non_commercial_net_position,sugar_nearby,vix_index
2003-05-15,95.22,,3712686.0,64.45,,,28.74,,6.89,19.24
2003-05-16,94.08,,3726966.0,64.7,,,29.14,,6.91,18.4
2003-05-19,93.74,,3749712.0,63.8,,,28.83,,7.07,20.51
2003-05-20,93.26,,3766871.0,67.15,,,29.28,2954.0,7.28,21.29
2003-05-21,93.54,,3778519.0,66.05,,,29.03,,7.09,21.21
2003-05-22,93.56,,3777682.0,66.35,,,28.85,,7.25,19.78
2003-05-23,93.05,,3792365.0,65.65,,,29.16,,7.34,19.17
2003-05-27,92.72,,3798835.0,61.15,,,29.35,-2807.0,7.17,19.99
2003-05-28,93.45,,3806077.0,60.55,,,28.58,,6.97,20.03
2003-05-29,92.71,,3817181.0,59.3,,,29.1,,6.97,20.43
2003-05-30,93.29,,3827332.0,58.35,,,29.56,,7.08,19.47
2003-06-02,93.34,,3838467.0,60.0,,,30.71,,6.93,20.85
2003-06-03,93.53,,3847365.0,59.6,,,30.67,-13263.0,6.73,20.84
2003-06-04,93.73,,3862337.0,59.3,,,30.05,,6.6899999999999995,20.62
2003-06-05,92.52,,3875321.0,59.05,,,30.74,,6.52,20.83
2003-06-06,93.48,,3891371.0,59.4,,,31.28,,6.71,21.25
2003-06-09,93.3,,3911882.0,58.9,,,31.45,,6.62,22.15
2003-06-10,93.56,,3917321.0,60.3,,,31.73,-15761.0,6.67,20.64
2003-06-11,92.97,,3934849.0,61.25,,,32.36,,6.54,20.21
2003-06-12,92.87,,3943346.0,61.35,,,31.51,,6.43,20.41
2003-06-13,92.22,,3954268.0,60.5,,,30.65,,6.52,20.66
2003-06-16,92.4,,3973586.0,60.1,,,31.18,,6.5600000000000005,20.22
2003-06-17,92.61,,3981336.0,59.65,,,31.07,-16677.0,6.5,20.01
2003-06-18,93.17,,3994635.0,58.5,,,30.36,,6.48,19.76
2003-06-19,93.16,,4003570.0,56.55,,,29.96,,6.53,19.8
2003-06-20,93.91,,4011639.0,56.05,,,30.82,,6.58,19.14
2003-06-23,94.08,,4021241.0,56.3,,,29.17,,6.38,20.58
2003-06-24,94.39,,4031574.0,57.45,,,28.78,-21319.0,6.34,20.75
2003-06-25,94.12,,4042889.0,56.1,,,29.95,,6.37,20.81
2003-06-26,94.97,,4053602.0,58.0,,,29.01,,6.38,19.4
2003-06-27,95.04,,4060712.0,58.4,,,29.27,,6.22,19.16
2003-06-30,94.73,,4073675.0,58.9,,,30.19,,6.33,19.52
2003-07-01,94.3,,4082125.0,58.8,,,30.4,-22591.0,6.22,19.46
2003-07-02,94.13,,4095850.0,61.5,,,30.15,,6.45,19.03
2003-07-03,94.35,,,60.5,,,30.42,,6.39,19.39
2003-07-04,94.55,,4107075.0,,,,,,,
2003-07-07,95.51,,4116649.0,60.15,,,30.13,,6.51,20.06
2003-07-08,95.82,,4124664.0,60.75,,,30.22,-16031.0,6.53,19.48
2003-07-09,95.55,,4130150.0,61.6,,,30.88,,6.58,18.93
2003-07-10,95.39,,4142585.0,60.0,,,31.06,,6.44,19.19
2003-07-11,95.8,,4150123.0,60.2,,,31.28,,6.51,18.47
2003-07-14,96.07,,4163478.0,61.3,,,31.27,,6.55,19.59
2003-07-15,97.0,,4171368.0,61.0,,,31.62,-12919.0,6.64,19.55
2003-07-16,96.72,,4184564.0,61.7,,,31.05,,6.65,19.76
2003-07-17,96.86,,4196571.0,62.3,,,31.41,,6.7,20.22
2003-07-18,96.63,,4207410.0,62.3,,,31.96,,6.8100000000000005,19.11
2003-07-21,96.11,,4222835.0,59.15,,,31.78,,6.85,19.78
2003-07-22,96.38,,4231426.0,59.5,,,30.19,-17092.0,7.02,19.17
2003-07-23,95.44,,4238167.0,59.4,,,29.67,,6.92,18.64
2003-07-24,95.34,,4247483.0,59.0,,,30.22,,6.88,18.6
2003-07-25,94.96,,4253698.0,60.85,,,30.17,,6.93,17.75
2003-07-28,95.08,,4259045.0,61.35,,,30.11,,7.03,18.36
2003-07-29,95.33,,4266119.0,62.95,,,30.24,-14144.0,7.2,18.67
2003-07-30,96.07,,4283032.0,62.75,,,30.68,,7.09,18.85
2003-07-31,96.89,,4295282.0,63.45,,,30.54,,7.21,19.49
2003-08-01,96.66,,4300783.0,65.05,,,32.31,,7.24,20.75
2003-08-04,96.16,,4308350.0,65.0,,,31.84,,7.33,21.27
2003-08-05,96.16,,4319673.0,63.25,,,32.22,-4410.0,7.35,22.68
2003-08-06,96.29,,4332837.0,63.9,,,31.7,,7.28,21.5
2003-08-07,95.83,,4339450.0,64.45,,,32.39,,6.79,20.26
2003-08-08,96.36,,4343651.0,63.7,,,32.18,,6.62,19.59
2003-08-11,95.87,,4354360.0,61.1,,,32.01,,6.8100000000000005,19.75
2003-08-12,96.15,,4342039.0,60.45,,,31.92,-5544.0,6.73,17.94
2003-08-13,96.18,,4353560.0,61.75,,,30.78,,6.62,18.77
2003-08-14,96.68,,,60.45,,,31.09,,6.51,18.47
2003-08-15,96.65,,4338905.0,60.1,,,31.05,,6.49,18.27
2003-08-18,97.35,,4345279.0,59.45,,,30.89,,6.57,18.18
2003-08-19,97.31,,4347341.0,59.2,,,30.7,-9933.0,6.46,17.86
2003-08-20,97.37,,4362719.0,59.1,,,30.95,,6.57,17.82
2003-08-21,98.61,,4351432.0,61.1,,,31.88,,6.48,17.84
2003-08-22,98.83,,4362932.0,60.3,,,31.84,,6.54,18.55
2003-08-25,98.92,,4373608.0,60.7,,,31.56,,6.5600000000000005,19.53
2003-08-26,98.76,,4378673.0,60.3,,,31.95,-11423.0,6.6899999999999995,19.49
2003-08-27,98.86,,4388568.0,60.1,,,31.21,,6.5600000000000005,19.13
2003-08-28,98.83,,4394487.0,60.9,,,31.5,,6.4,18.48
2003-08-29,98.1,,4405745.0,61.45,,,31.57,,6.29,18.63
2003-09-01,98.07,,4405745.0,,,,,,,
2003-09-02,98.95,,4404281.0,61.9,,,29.41,-14269.0,6.2,19.02
2003-09-03,98.71,,4391637.0,61.75,,,29.49,,6.13,19.44
2003-09-04,98.2,,4401967.0,63.15,,,28.98,,5.97,18.71
2003-09-05,97.09,,4403254.0,64.55,,,28.88,,6.05,18.17
2003-09-08,97.16,,4405241.0,68.5,,,28.85,,6.01,18.26
2003-09-09,96.44,,4400887.0,69.2,,,29.18,7407.0,5.96,18.85
2003-09-10,96.5,,4376703.0,69.1,,,29.35,,6.1,20.01
2003-09-11,96.56,,4379583.0,70.35,,,28.82,,6.0,19.25
2003-09-12,96.0,,4382541.0,68.45,,,28.27,,6.05,18.68
2003-09-15,95.98,,4392141.0,64.05,,,28.14,,5.89,19.28
2003-09-16,96.67,,4396652.0,60.5,,,27.56,6071.0,5.96,18.03
2003-09-17,95.8,,4404610.0,61.7,,,27.03,,5.92,18.15
2003-09-18,95.95,,4405573.0,60.6,,,27.17,,6.0,17.57
2003-09-19,94.78,,4409318.0,63.0,,,27.03,,5.97,17.54
2003-09-22,93.85,,4413638.0,64.75,,,26.96,,6.07,19.65
2003-09-23,93.99,,4413838.0,64.2,,,27.13,2518.0,6.02,19.47
2003-09-24,93.7,,4416772.0,65.35,,,28.24,,6.0,21.22
2003-09-25,93.76,,4419907.0,65.05,,,28.29,,5.86,22.26
2003-09-26,93.85,,4423152.0,63.35,,,28.16,,5.95,22.23
2003-09-29,93.08,,4427516.0,63.4,,,28.4,,6.13,21.67
2003-09-30,92.85,,4425272.0,62.9,,,29.2,-469.0,6.2,22.72
2003-10-01,92.39,,4426147.0,65.15,,,29.39,,6.44,21.07
2003-10-02,92.42,,4429962.0,64.5,,,29.84,,6.38,20.8
2003-10-03,93.1,,4437372.0,65.1,,,30.4,,6.47,19.5
2003-10-06,92.41,,4443085.0,63.2,,,30.47,,6.23,19.51
2003-10-07,91.89,,4440735.0,63.3,,,30.41,-1369.0,6.09,19.41
2003-10-08,91.73,,4423314.0,62.65,,,29.81,,6.07,19.18
2003-10-09,91.94,,4429706.0,62.2,,,31.01,,6.01,18.82
2003-10-10,91.52,,4427092.0,61.2,,,31.97,,5.96,18.45
2003-10-13,91.89,,4433155.0,60.55,,,31.95,,5.97,17.55
2003-10-14,91.83,,4439147.0,61.45,,,31.82,-10238.0,5.99,17.37
2003-10-15,92.5,,4440316.0,61.05,,,31.77,,6.1,17.69
2003-10-16,92.61,,4432166.0,61.4,,,31.54,,5.97,17.19
2003-10-17,92.29,,4439499.0,60.5,,,30.68,,5.95,17.62
2003-10-20,92.43,,4444779.0,61.6,,,30.35,,6.02,17.04
2003-10-21,92.37,,4447575.0,62.45,,,30.18,-12555.0,6.05,16.55
2003-10-22,91.27,,4454469.0,61.85,,,29.92,,5.95,17.67
2003-10-23,91.51,,4456494.0,62.5,,,30.3,,5.9399999999999995,17.68
2003-10-24,91.43,,4456663.0,63.1,,,30.16,,6.1,17.71
2003-10-27,91.61,,4450991.0,64.55,,,29.92,,6.19,18.05
2003-10-28,91.86,,4460275.0,64.55,,,29.56,-5675.0,6.14,16.82
2003-10-29,91.86,,4462045.0,61.3,,,28.91,,6.12,16.43
2003-10-30,92.21,,4462545.0,59.7,,,28.47,,6.19,16.33
2003-10-31,92.73,,4471276.0,58.65,,,29.11,,5.93,16.1
2003-11-03,93.66,,4463994.0,58.65,,,28.9,,5.86,16.55
2003-11-04,93.23,,4470470.0,59.75,,,28.75,-16557.0,5.99,16.55
2003-11-05,93.63,,4458940.0,59.45,,,30.3,,5.97,16.86
2003-11-06,93.89,,4451255.0,59.7,,,30.26,,6.02,16.74
2003-11-07,93.02,,4454787.0,60.35,,,30.85,,6.07,16.93
2003-11-10,93.05,,4455372.0,59.1,,,30.88,,6.2,17.62
2003-11-11,93.1,,4447689.0,59.3,,,31.15,-13318.0,6.21,17.54
2003-11-12,92.31,,4440951.0,59.0,,,31.33,,6.22,16.75
2003-11-13,91.61,,4428015.0,60.15,,,31.9,,6.34,16.47
2003-11-14,91.37,,4427829.0,59.5,,,32.37,,6.38,16.94
2003-11-17,91.61,,4430682.0,59.25,,,31.73,,6.32,18.6
2003-11-18,90.23,,4422391.0,59.6,,,33.28,-13444.0,6.33,19.11
2003-11-19,90.91,,4421246.0,59.6,,,32.92,,6.4,18.8
2003-11-20,90.66,,4403575.0,57.65,,,32.86,,6.38,19.48
2003-11-21,90.6,,4405065.0,56.65,,,31.61,,6.26,18.98
2003-11-24,91.56,,4405225.0,57.25,,,29.74,,6.12,17.44
2003-11-25,91.46,,4398353.0,57.5,,,29.77,-23760.0,6.12,16.71
2003-11-26,90.6,,,57.75,,,30.41,,6.25,16.23
2003-11-27,90.65,,,,,,,,,
2003-11-28,90.23,,4399458.0,,,,,,,16.32
2003-12-01,90.35,,4398208.0,59.6,,,29.95,,6.29,16.77
2003-12-02,89.64,,4382273.0,62.0,,,30.78,-18224.0,6.38,16.27
2003-12-03,89.5,,4387378.0,62.5,,,31.1,,6.58,16.63
2003-12-04,89.6,,4395893.0,60.95,,,31.26,,6.71,16.3
2003-12-05,89.14,,4381391.0,61.9,,,30.73,,6.65,17.09
2003-12-08,88.75,,4369102.0,63.85,,,32.1,,6.66,16.54
2003-12-09,88.49,,4370387.0,63.5,,,31.76,-6985.0,6.72,17.63
2003-12-10,88.88,,4368851.0,63.0,,,31.88,,6.7,17.87
2003-12-11,88.88,,4372526.0,62.0,,,31.85,,6.75,16.73
2003-12-12,88.6,,4374177.0,63.0,,,33.04,,6.77,16.41
2003-12-15,88.4,,4377656.0,59.9,,,33.18,,6.45,17.23
2003-12-16,88.36,,4382901.0,60.0,,,32.89,-10153.0,6.55,15.93
2003-12-17,87.94,,4377791.0,61.15,,,33.35,,6.54,15.58
2003-12-18,87.85,,4376749.0,63.15,,,33.71,,6.44,16.16
2003-12-19,88.15,,4371499.0,64.3,,,33.02,,6.1,16.42
2003-12-22,87.99,,4375360.0,64.1,,,31.87,,5.92,16.94
2003-12-23,87.99,,,63.85,,,31.95,-8448.0,5.88,16.49
2003-12-24,87.55,,,63.25,,,32.86,,5.91,16.66
2003-12-25,87.57,,,,,,,,,
2003-12-26,87.63,,4373661.0,,,,,,,17.45
2003-12-29,87.35,,4364661.0,63.95,,,32.4,,5.8,17.09
2003-12-30,87.0,,4361492.0,63.65,,,32.79,-8801.0,5.75,17.68
2003-12-31,86.92,,,64.95,114195.0,,32.52,,5.67,18.31
2004-01-01,86.95,,,,,,,,,
2004-01-02,86.92,,4361178.0,,,,,,,18.22
2004-01-05,86.07,,4361178.0,68.6,,,33.78,,5.7,17.49
2004-01-06,85.63,,4358444.0,70.05,,,33.7,3234.0,5.85,16.73
2004-01-07,86.2,,4357944.0,68.85,,,33.62,,5.9399999999999995,15.5
2004-01-08,85.54,,4356944.0,68.35,,,33.98,,5.76,15.61
2004-01-09,85.11,,4355944.0,68.8,,,34.31,,5.93,16.75
2004-01-12,85.56,,4358858.0,70.8,,,34.72,,5.97,16.82
2004-01-13,85.51,,4360438.0,69.95,,,34.43,9614.0,5.98,18.04
2004-01-14,86.12,,4365597.0,69.35,,,34.5,,5.85,16.75
2004-01-15,86.57,,4371554.0,69.55,,,33.44,,5.73,15.56
2004-01-16,87.73,,,71.15,,,35.07,,5.79,15.0
2004-01-19,87.96,,4375944.0,,,,,,,
2004-01-20,86.62,,4379019.0,74.7,,,36.2,14152.0,5.8100000000000005,15.21
2004-01-21,86.34,,4372891.0,73.95,,,34.58,,5.8,14.34
2004-01-22,85.82,,4386853.0,75.3,,,34.93,,5.84,14.71
2004-01-23,86.56,,4394269.0,74.45,,,34.94,,5.77,14.84
2004-01-26,87.25,,4401894.0,77.35,,,34.47,,5.77,14.55
2004-01-27,86.25,,4408118.0,78.65,,,34.12,29012.0,5.75,15.35
2004-01-28,86.97,,4403058.0,76.75,,,33.62,,5.87,16.78
2004-01-29,87.58,,4412357.0,75.2,,,32.81,,5.87,17.14
2004-01-30,87.2,,4422245.0,75.5,,,33.05,,5.86,16.63
2004-02-02,87.44,,4426230.0,74.95,,,34.98,,5.72,17.11
2004-02-03,86.81,,4422230.0,74.65,,,34.1,30227.0,5.75,17.34
2004-02-04,86.83,,4436020.0,72.6,,,33.1,,5.68,17.87
2004-02-05,86.87,,4437947.0,72.6,,,33.08,,5.58,17.71
2004-02-06,86.02,,4441077.0,71.8,,,32.48,,5.45,16.0
2004-02-09,86.0,,4448344.0,71.5,,,32.83,,5.36,16.39
2004-02-10,85.84,,4447844.0,74.15,,,33.87,27556.0,5.44,15.94
2004-02-11,85.09,,4449629.0,74.35,,,34.0,,5.4,15.39
2004-02-12,85.29,,4449379.0,75.15,,,33.98,,5.4,15.31
2004-02-13,85.55,,,74.0,,,34.56,,5.48,15.58
2004-02-16,85.38,,4454187.0,,,,,,,
2004-02-17,84.97,,4454647.0,74.3,,,35.19,29260.0,5.58,15.4
2004-02-18,85.94,,4459607.0,70.35,,,35.45,,5.6,15.59
2004-02-19,85.86,,4463172.0,70.65,,,36.0,,5.52,15.8
2004-02-20,87.24,,4471497.0,70.3,,,35.6,,5.64,16.04
2004-02-23,86.91,,4476377.0,69.75,,,34.35,,5.72,16.29
2004-02-24,86.15,,4476577.0,73.1,,,34.58,23095.0,5.76,15.9
2004-02-25,87.25,,4487323.0,72.45,,,35.68,,5.84,14.93
2004-02-26,87.67,,4496259.0,74.6,,,35.51,,6.02,14.83
2004-02-27,87.31,,4502847.0,75.05,,,36.16,,6.03,14.55
2004-03-01,87.52,,4512114.0,74.4,,,36.86,,6.24,14.44
2004-03-02,88.9,,4517286.0,73.7,,,36.66,27442.0,6.16,14.86
2004-03-03,88.94,,4525113.0,71.8,,,35.8,,6.06,14.55
2004-03-04,89.14,,4535729.0,72.6,,,36.64,,6.13,14.4
2004-03-05,88.17,,4549014.0,73.05,,,37.26,,6.19,14.48
2004-03-08,87.9,,4557126.0,73.6,,,36.57,,6.22,15.79
2004-03-09,88.43,,4565676.0,72.1,,,36.28,25861.0,6.31,16.6
2004-03-10,88.95,,4573355.0,73.15,,,36.1,,6.35,18.67
2004-03-11,88.51,,4585367.0,74.75,,,36.78,,6.67,20.67
2004-03-12,89.12,,4594874.0,74.65,,,36.19,,6.68,18.3
2004-03-15,88.81,,4602016.0,76.0,,,37.44,,6.74,21.13
2004-03-16,88.59,,4610541.0,76.55,,,37.48,31009.0,6.8,20.34
2004-03-17,88.66,,4602326.0,75.75,,,38.18,,6.76,18.11
2004-03-18,87.64,,4614911.0,75.2,,,37.93,,6.8,18.53
2004-03-19,88.13,,4629393.0,75.55,,,38.08,,6.76,19.15
2004-03-22,87.81,,4635704.0,77.35,,,37.11,,6.87,21.58
2004-03-23,87.85,,4639627.0,76.4,,,37.45,30134.0,7.01,20.67
2004-03-24,88.89,,4644447.0,75.05,,,37.01,,7.15,19.81
2004-03-25,88.9,,4652013.0,71.25,,,35.51,,6.62,17.88
2004-03-26,88.89,,4661978.0,71.95,,,35.73,,6.09,17.33
2004-03-29,88.63,,4672078.0,72.4,,,35.45,,6.08,16.5
2004-03-30,88.43,,4684362.0,73.3,,,36.25,19721.0,6.32,16.28
2004-03-31,87.61,,4696865.0,73.75,,,35.76,,6.4,16.74
2004-04-01,87.21,,4708094.0,74.1,,,34.27,,6.25,16.65
2004-04-02,88.51,,4718182.0,73.4,,,34.39,,6.36,15.64
2004-04-05,89.22,,4727351.0,71.95,,,34.38,,6.31,14.97
2004-04-06,88.62,,4739713.0,72.8,,,34.97,17156.0,6.43,15.32
2004-04-07,88.27,,4744213.0,73.25,,,36.15,,6.66,15.76
2004-04-08,89.02,,,72.55,,,37.14,,6.78,16.26
2004-04-09,88.97,,4751499.0,,,,,,,
2004-04-12,88.95,,4758837.0,72.05,,,37.84,,6.67,15.28
2004-04-13,89.8,,4773591.0,69.35,,,37.21,15214.0,6.61,17.26
2004-04-14,90.24,,4783464.0,70.5,,,36.72,,6.71,15.62
2004-04-15,90.06,,4781122.0,70.4,,,37.57,,6.6,15.74
2004-04-16,89.94,,4781183.0,70.05,,,37.74,,6.6899999999999995,14.94
2004-04-19,89.8,,4786627.0,70.4,,,37.42,,6.58,15.42
2004-04-20,90.49,,4793819.0,69.65,,,37.6,5469.0,6.6,16.67
2004-04-21,91.12,,4799894.0,67.35,,,35.73,,6.58,15.6
2004-04-22,90.82,,4800474.0,67.7,,,36.71,,6.55,14.61
2004-04-23,91.08,,4799265.0,67.95,,,36.46,,6.51,14.01
2004-04-26,90.62,,4801238.0,68.05,,,36.97,,6.53,14.77
2004-04-27,90.41,,4803152.0,69.2,,,37.53,-112.0,6.64,15.07
2004-04-28,91.17,,4810591.0,69.0,,,37.46,,6.4,16.29
2004-04-29,90.57,,4816668.0,68.05,,,37.31,,6.63,16.6
2004-04-30,90.48,,4822410.0,67.15,,,37.38,,6.58,17.19
2004-05-03,90.76,,4830284.0,67.75,,,38.21,,6.89,16.62
2004-05-04,89.81,,4838679.0,70.1,,,38.98,-2461.0,6.87,16.55
2004-05-05,89.32,,4811125.0,70.2,,,39.57,,6.63,15.77
2004-05-06,89.89,,4820543.0,69.15,,,39.37,,6.78,17.05
2004-05-07,91.13,,4829616.0,68.1,,,39.93,,6.59,18.13
2004-05-10,91.56,,4842745.0,69.9,,,38.93,,6.38,19.77
2004-05-11,91.66,,4854795.0,70.45,,,40.06,-623.0,6.29,18.57
2004-05-12,91.29,,4873676.0,69.65,,,40.77,,6.39,18.14
2004-05-13,91.96,,4886332.0,70.3,,,41.08,,6.31,18.86
2004-05-14,91.66,,4901657.0,70.4,,,41.38,,6.35,18.47
2004-05-17,91.0,,4914695.0,68.3,,,41.55,,6.5,19.96
2004-05-18,91.25,,4909836.0,70.75,,,40.54,-920.0,6.64,19.33
2004-05-19,90.53,,4917714.0,72.95,,,41.5,,6.53,18.93
2004-05-20,91.03,,4923506.0,71.5,,,40.92,,6.49,18.67
2004-05-21,90.49,,4927562.0,72.35,,,39.93,,6.58,18.49
2004-05-24,90.55,,4938055.0,76.65,,,41.72,,6.62,18.08
2004-05-25,89.84,,4928929.0,77.8,,,41.14,10536.0,6.75,15.96
2004-05-26,89.79,,4935520.0,80.15,,,40.7,,6.91,15.97
2004-05-27,88.67,,4942005.0,79.95,,,39.44,,6.89,15.28
2004-05-28,88.9,,4947068.0,85.55,,,39.88,,7.06,15.5
2004-05-31,88.9,,,,,,,,,
2004-06-01,88.88,,4955721.0,82.9,,,42.33,23015.0,7.22,16.3
2004-06-02,88.84,,4953201.0,83.9,,,39.96,,7.04,16.08
2004-06-03,88.95,,4942760.0,83.1,,,39.28,,7.03,17.03
2004-06-04,88.54,,4943437.0,83.0,,,38.49,,7.19,16.78
2004-06-07,88.25,,4952202.0,81.05,,,38.66,,7.19,15.39
2004-06-08,88.51,,4939197.0,81.6,,,37.28,26905.0,6.95,15.01
2004-06-09,89.73,,4946287.0,83.0,,,37.54,,6.93,15.39
2004-06-10,89.25,,,83.25,,,38.45,,6.75,15.04
2004-06-11,90.01,,4957999.0,,,,,,,
2004-06-14,89.94,,4964419.0,79.95,,,37.59,,6.66,16.07
2004-06-15,89.09,,4969349.0,78.2,,,37.19,25375.0,6.78,15.05
2004-06-16,90.04,,4984809.0,78.15,,,37.32,,7.03,14.79
2004-06-17,89.6,,4994753.0,75.95,,,38.46,,7.24,15.15
2004-06-18,89.08,,5011482.0,75.7,,,38.75,,6.82,14.99
2004-06-21,89.25,,4970684.0,73.6,,,37.63,,7.03,15.26
2004-06-22,89.43,,4974219.0,74.1,,,38.11,15538.0,7.0,14.31
2004-06-23,89.42,,4978767.0,74.45,,,37.57,,7.09,13.98
2004-06-24,88.7,,4986340.0,74.05,,,37.93,,7.21,14.81
2004-06-25,88.88,,4993738.0,71.6,,,37.55,,7.28,15.19
2004-06-28,88.72,,4994818.0,72.55,,,36.24,,7.13,16.07
2004-06-29,89.41,,4986510.0,71.75,,,35.66,8688.0,7.32,15.47
2004-06-30,88.8,,5001850.0,73.1,,,37.05,,7.24,14.34
2004-07-01,88.79,,5005230.0,72.75,,,38.74,,7.77,15.2
2004-07-02,87.99,,4998536.0,70.05,,,38.39,,7.96,15.08
2004-07-05,88.23,,,,,,,,,
2004-07-06,88.12,,4996512.0,68.7,,,39.65,3165.0,8.13,16.25
2004-07-07,87.65,,4997364.0,69.4,,,39.08,,8.22,15.81
2004-07-08,87.54,,5000759.0,67.8,,,40.33,,8.16,16.2
2004-07-09,87.42,,5007532.0,68.85,,,39.96,,8.27,15.78
2004-07-12,87.39,,5007382.0,68.65,,,39.5,,8.33,14.96
2004-07-13,87.83,,5017072.0,68.55,,,39.44,-1610.0,8.13,14.46
2004-07-14,87.58,,5016822.0,69.55,,,40.97,,8.23,13.76
2004-07-15,87.99,,5011578.0,70.2,,,40.77,,8.24,14.71
2004-07-16,87.14,,5022023.0,69.75,,,41.25,,8.25,14.34
2004-07-19,87.18,,5037532.0,70.2,,,41.64,,8.28,15.17
2004-07-20,87.83,,5042312.0,71.85,,,40.86,415.0,8.22,14.17
2004-07-21,88.56,,5047203.0,71.35,,,40.58,,8.11,16.41
2004-07-22,88.45,,5055553.0,71.7,,,41.36,,7.99,15.75
2004-07-23,89.26,,5065904.0,69.85,,,41.71,,8.01,16.5
2004-07-26,89.03,,5072779.0,68.65,,,41.44,,8.19,17.3
2004-07-27,89.79,,5056650.0,67.95,,,41.84,-5079.0,8.2,16.55
2004-07-28,89.75,,5058144.0,67.95,,,42.9,,8.23,16.15
2004-07-29,89.95,,5041945.0,67.65,,,42.75,,8.28,15.68
2004-07-30,89.96,,,66.45,,,43.8,,8.28,15.32
2004-08-02,89.75,,5076285.0,66.45,,,43.82,,8.39,15.37
2004-08-03,89.57,,5071280.0,66.8,,,44.15,-14727.0,8.38,16.03
2004-08-04,89.68,,5070535.0,66.3,,,42.83,,8.15,16.21
2004-08-05,89.64,,5072094.0,65.9,,,44.41,,8.13,18.32
2004-08-06,88.36,,5068860.0,67.05,,,43.95,,8.17,19.34
2004-08-09,88.39,,5072037.0,67.35,,,44.84,,8.08,18.89
2004-08-10,88.79,,5049830.0,67.05,,,44.52,-17536.0,7.93,17.47
2004-08-11,88.83,,5037747.0,67.1,,,44.8,,7.9,18.04
2004-08-12,88.69,,5028361.0,65.55,,,45.5,,7.98,19.08
2004-08-13,87.9,,5028716.0,65.6,,,46.58,,7.87,17.98
2004-08-16,87.96,,5036800.0,68.9,,,46.05,,7.62,17.57
2004-08-17,88.06,,5049358.0,69.2,,,46.75,-15464.0,7.54,17.02
2004-08-18,88.08,,5056938.0,66.6,,,47.27,,7.72,16.23
2004-08-19,87.79,,5066978.0,67.1,,,48.7,,7.6899999999999995,16.96
2004-08-20,88.12,,5066156.0,66.55,,,47.86,,7.73,16.0
2004-08-23,89.06,,5079431.0,69.85,,,46.05,,7.77,15.88
2004-08-24,89.45,,5077042.0,69.45,,,45.21,-14272.0,7.64,15.33
2004-08-25,89.42,,5074906.0,69.8,,,43.47,,7.67,14.98
2004-08-26,89.3,,5069106.0,70.65,,,43.1,,7.6,14.91
2004-08-27,89.77,,5075386.0,70.0,,,43.18,,7.66,14.71
2004-08-30,89.69,,5085201.0,68.65,,,42.28,,7.73,15.44
2004-08-31,88.94,,5092735.0,69.3,,,42.12,-14344.0,7.99,15.29
2004-09-01,88.87,,5096256.0,70.45,,,44.0,,8.17,14.91
2004-09-02,88.98,,5103275.0,70.55,,,44.06,,8.2,14.28
2004-09-03,89.63,,,68.3,,,43.99,,8.13,13.91
2004-09-06,89.56,,5113451.0,,,,,,,
2004-09-07,89.23,,5112125.0,67.15,,,43.31,-14889.0,7.89,14.07
2004-09-08,88.77,,5105543.0,67.55,,,42.77,,7.92,14.06
2004-09-09,88.83,,5107298.0,70.2,,,44.61,,7.75,14.01
2004-09-10,88.39,,5111858.0,70.4,,,42.81,,7.8100000000000005,13.76
2004-09-13,88.54,,5107405.0,73.55,,,43.87,,7.66,13.17
2004-09-14,88.46,,5099388.0,74.0,,,44.39,-5143.0,7.71,13.56
2004-09-15,89.15,,5075349.0,73.3,,,43.58,,7.75,14.64
2004-09-16,88.8,,5079137.0,74.7,,,43.88,,7.66,14.39
2004-09-17,88.84,,5072356.0,75.35,,,45.59,,7.59,14.03
2004-09-20,88.99,,5052735.0,77.2,,,46.35,,7.38,14.43
2004-09-21,88.13,,5034459.0,81.65,,,47.1,3023.0,7.59,13.66
2004-09-22,88.51,,4983394.0,83.55,,,48.35,,7.76,14.74
2004-09-23,88.44,,4957745.0,81.05,,,48.46,,7.88,14.8
2004-09-24,88.4,,4940140.0,83.0,,,48.88,,7.79,14.28
2004-09-27,88.29,,4901506.0,86.0,,,49.64,,8.25,14.62
2004-09-28,88.11,,4906691.0,81.1,,,49.9,12312.0,8.28,13.83
2004-09-29,88.1,,4910106.0,82.4,,,49.51,,8.39,13.21
2004-09-30,87.37,,4903783.0,82.35,,,49.64,,8.5,13.34
2004-10-01,87.63,,4902521.0,80.15,,,50.12,,8.9,12.75
2004-10-04,88.38,,4908040.0,76.2,,,49.91,,8.93,13.41
2004-10-05,88.17,,4891777.0,78.15,,,51.09,10164.0,9.05,13.95
2004-10-06,88.48,,4881112.0,77.65,,,52.02,,8.95,13.28
2004-10-07,88.34,,4871093.0,78.15,,,52.67,,8.9,14.5
2004-10-08,87.51,,4857060.0,77.2,,,53.31,,9.02,15.05
2004-10-11,87.54,,4852734.0,75.85,,,53.64,,9.27,14.71
2004-10-12,88.02,,4856577.0,74.5,,,52.51,5851.0,9.32,15.05
2004-10-13,87.88,,4847735.0,73.8,,,53.64,,9.12,15.42
2004-10-14,87.55,,4834010.0,73.25,,,54.76,,9.25,16.43
2004-10-15,87.09,,4826808.0,74.65,,,54.93,,9.15,15.04
2004-10-18,87.02,,,73.85,,,53.67,,8.95,14.71
