date,coffee,china_gdp_yoy_forecast,coffee_inventory,coffee_nearby,coffee_total_consumption_usda,colombia_coffee_exports,crude_nearby,non_commercial_net_position,sugar_nearby,vix_index
1990-01-02,94.25,,,80.56,,,22.89,,13.02,17.24
1990-01-03,94.45,,,81.75,,,23.68,,14.22,18.19
1990-01-04,92.54,,,82.48,,,23.41,,14.17,19.22
1990-01-05,93.06,,,81.16,,,23.08,,14.16,20.11
1990-01-08,92.05,,,81.38,,,21.62,,14.06,20.26
1990-01-09,92.36,,,82.84,,,22.07,,14.33,22.2
1990-01-10,92.5,,,82.57,,,22.9,,14.54,22.44
1990-01-11,92.44,,,81.6,,,23.14,,14.52,20.05
1990-01-12,92.56,,,79.04,,,23.13,,14.56,24.64
1990-01-15,92.95,,,77.56,,,22.36,,14.65,26.34
1990-01-16,92.87,,,77.55,,,22.78,,14.48,24.18
1990-01-17,92.77,,,78.76,,,22.1,,14.3,24.16
1990-01-18,93.78,,,79.37,,,22.76,,14.41,24.34
1990-01-19,93.76,,,81.31,,,23.67,,14.26,22.5
1990-01-22,94.36,,,81.49,,,22.55,,14.6,26.7
1990-01-23,93.05,,,80.06,,,21.6,,14.71,24.72
1990-01-24,92.87,,,80.53,,,21.59,,14.85,25.39
1990-01-25,92.57,,,81.31,,,22.24,,15.16,25.63
1990-01-26,92.53,,,81.92,,,22.56,,14.86,26.28
1990-01-29,91.99,,,80.8,,,22.8,,14.87,26.44
1990-01-30,92.91,,,80.37,,,22.46,,14.44,27.25
1990-01-31,92.55,,,79.99,,,22.68,,14.73,25.36
1990-02-01,92.18,,,80.64,,,22.7,,14.8,24.87
1990-02-02,92.44,,,80.38,,,23.02,,14.81,24.32
1990-02-05,91.49,,,80.04,,,22.39,,14.86,24.54
1990-02-06,91.45,,,80.04,,,22.51,,14.6,24.69
1990-02-07,91.68,,,81.66,,,22.32,,14.97,24.29
1990-02-08,91.92,,,82.09,,,22.09,,14.86,23.77
1990-02-09,91.94,,,85.06,,,21.74,,15.12,23.69
1990-02-12,92.11,,,86.27,,,22.03,,14.94,24.38
1990-02-13,92.21,,,86.55,,,21.9,,14.56,23.76
1990-02-14,92.25,,,85.81,,,22.07,,14.7,22.05
1990-02-15,92.89,,,84.98,,,22.84,,14.74,19.71
1990-02-16,92.07,,,85.81,,,22.42,,14.78,20.78
1990-02-20,91.78,,,86.91,,,22.19,,14.49,22.78
1990-02-21,91.88,,,89.64,,,21.74,,14.57,23.89
1990-02-22,91.84,,,91.16,,,21.75,,14.73,22.54
1990-02-23,92.2,,,91.55,,,21.42,,14.46,23.69
1990-02-26,92.71,,,91.42,,,21.79,,14.42,23.56
1990-02-27,92.83,,,90.04,,,21.58,,14.36,22.69
1990-02-28,93.39,,,92.81,,,21.54,,14.31,21.99
1990-03-01,93.96,,,96.75,,,21.17,,14.23,21.9
1990-03-02,94.15,,,99.0,,,21.35,,14.47,21.34
1990-03-05,93.36,,,104.5,,,21.58,,14.98,22.03
1990-03-06,93.59,,,100.67,,,19.33,,14.86,20.55
1990-03-07,93.37,,,101.88,,,20.93,,15.06,19.1
1990-03-08,93.62,,,102.5,,,20.78,,15.52,19.74
1990-03-09,93.89,,,95.18,,,20.43,,15.75,20.3
1990-03-12,94.43,,,93.25,,,20.24,,15.57,20.07
1990-03-13,94.28,,,96.25,,,20.22,,15.73,21.05
1990-03-14,94.2,,,93.6,,,20.05,,15.54,19.65
1990-03-15,93.74,,,95.5,,,20.38,,15.93,18.81
1990-03-16,93.82,,,89.5,,,20.07,,16.13,17.62
1990-03-19,93.49,,,87.0,,,19.6,,15.87,18.29
1990-03-20,94.3,,,88.46,,,19.28,,15.83,19.06
1990-03-21,94.57,,,90.06,,,19.96,,15.79,20.1
1990-03-22,94.19,,,92.61,,,20.0,,15.48,22.74
1990-03-23,94.39,,,89.3,,,20.39,,15.54,20.46
1990-03-26,94.36,,,91.04,,,20.46,,15.55,19.59
1990-03-27,94.55,,,90.03,,,20.48,,15.35,21.01
1990-03-28,94.47,,,90.8,,,20.08,,15.59,19.77
1990-03-29,93.58,,,91.4,,,20.05,,15.7,18.46
1990-03-30,93.77,,,92.14,,,20.28,,15.69,19.73
1990-04-02,94.1,,,91.45,,,20.48,,15.09,22.84
1990-04-03,93.99,,,92.03,,,20.3,,15.25,20.44
1990-04-04,94.01,,,94.99,,,19.78,,15.2,22.03
1990-04-05,93.85,,,96.75,,,19.43,,15.12,21.21
1990-04-06,93.7,,,95.67,,,19.15,,15.16,21.76
1990-04-09,93.64,,,97.13,,,18.44,,15.46,22.3
1990-04-10,92.97,,,97.77,,,17.68,,15.5,21.69
1990-04-11,92.87,,,95.17,,,18.06,,15.47,17.73
1990-04-12,92.91,,,95.75,,,17.78,,15.35,19.8
1990-04-16,93.35,,,96.85,,,17.85,,14.98,20.75
1990-04-17,93.31,,,95.98,,,17.44,,14.92,20.38
1990-04-18,92.94,,,92.99,,,16.96,,15.4,22.67
1990-04-19,93.08,,,93.17,,,18.06,,15.16,22.46
1990-04-20,93.39,,,95.61,,,17.95,,15.28,23.33
1990-04-23,93.8,,,96.06,,,19.07,,15.31,24.16
1990-04-24,93.83,,,95.61,,,19.0,,15.4,21.7
1990-04-25,93.08,,,93.1,,,18.66,,15.77,20.86
1990-04-26,93.17,,,92.74,,,18.47,,15.78,20.25
1990-04-27,93.08,,,92.3,,,18.54,,15.96,22.19
1990-04-30,93.08,,,92.25,,,18.54,,15.9,19.52
1990-05-01,93.14,,,92.0,,,18.88,,15.96,18.43
1990-05-02,93.21,,,90.5,,,18.68,,15.9,19.32
1990-05-03,93.16,,,90.8,,,17.99,,15.6,17.81
1990-05-04,92.43,,,91.0,,,17.98,,14.44,17.28
1990-05-07,92.04,,,91.02,,,18.27,,14.6,17.65
1990-05-08,92.01,,,91.65,,,18.28,,14.78,18.49
1990-05-09,91.16,,,92.43,,,18.99,,14.66,18.64
1990-05-10,91.03,,,91.58,,,19.02,,14.65,18.59
1990-05-11,91.06,,,89.4,,,18.95,,14.88,19.81
1990-05-14,91.11,,,89.5,,,19.71,,14.79,20.14
1990-05-15,91.15,,,91.3,,,19.59,,14.6,19.49
1990-05-16,91.24,,,93.63,,,19.03,,14.68,17.71
1990-05-17,91.25,,,93.44,,,18.87,,14.46,17.27
1990-05-18,91.38,,,93.85,,,18.76,,14.3,17.2
1990-05-21,91.94,,,96.77,,,18.26,,14.52,16.72
1990-05-22,91.97,,,97.25,,,17.68,,14.56,17.84
1990-05-23,92.07,,,96.35,,,18.14,,14.35,17.18
1990-05-24,92.41,,,97.3,,,17.83,,14.8,17.7
1990-05-25,92.17,,,97.2,,,17.8,,14.69,17.32
1990-05-29,91.98,,,95.15,,,17.98,,14.03,18.75
1990-05-30,92.33,,,96.1,,,18.08,,13.71,17.44
1990-05-31,92.93,,,94.05,,,17.4,,13.68,17.37
1990-06-01,92.99,,,93.1,,,17.5,,13.29,17.09
1990-06-04,92.68,,,92.9,,,17.14,,13.58,18.39
1990-06-05,92.59,,,94.65,,,16.68,,13.44,18.97
1990-06-06,92.61,,,93.95,,,16.92,,13.58,17.42
1990-06-07,92.8,,,94.75,,,16.67,,13.54,16.88
1990-06-08,93.08,,,93.05,,,16.78,,13.42,17.58
1990-06-11,92.93,,,92.05,,,16.82,,13.51,16.34
1990-06-12,92.94,,,92.1,,,17.51,,12.93,16.6
1990-06-13,92.54,,,91.75,,,17.58,,12.92,17.38
1990-06-14,92.73,,,87.1,,,17.13,,12.25,17.4
1990-06-15,92.59,,,88.0,,,16.62,,12.67,15.9
1990-06-18,92.02,,,88.7,,,15.94,,12.55,17.71
1990-06-19,91.91,,,88.4,,,15.65,,12.7,15.23
1990-06-20,92.06,,,85.85,,,15.3,,12.74,15.27
1990-06-21,92.11,,,86.65,,,16.94,,12.58,14.72
1990-06-22,91.97,,,85.65,,,17.46,,12.49,19.36
1990-06-25,92.1,,,85.75,,,17.38,,12.52,17.06
1990-06-26,91.46,,,84.8,,,17.14,,12.38,16.29
1990-06-27,91.53,,,85.7,,,16.68,,12.66,16.0
1990-06-28,91.68,,,85.0,,,17.15,,12.63,16.18
1990-06-29,91.15,,,82.9,,,17.07,,12.99,15.5
1990-07-02,90.51,,,84.15,,,16.72,,13.26,16.26
1990-07-03,90.43,,,86.0,,,16.8,,13.28,16.11
1990-07-05,90.41,,,86.5,,,16.5,,13.1,17.25
1990-07-06,90.5,,,85.15,,,16.47,,12.59,16.41
1990-07-09,90.27,,,84.15,,,16.58,,11.9,16.66
1990-07-10,89.58,,,85.95,,,16.94,,12.1,16.92
1990-07-11,90.18,,,85.5,,,17.47,,11.97,16.68
1990-07-12,89.38,,,83.9,,,18.46,,12.17,17.06
1990-07-13,90.06,,,82.75,,,18.36,,12.14,17.09
1990-07-16,90.19,,,84.0,,,18.67,,11.72,16.75
1990-07-17,89.69,,,84.2,,,18.65,,11.19,16.66
1990-07-18,89.84,,,87.95,,,18.55,,10.99,18.9
1990-07-19,89.66,,,88.85,,,18.99,,11.43,18.56
1990-07-20,89.54,,,86.9,,,19.61,,11.53,15.63
1990-07-23,88.93,,,87.15,,,20.5,,11.14,23.68
1990-07-24,88.99,,,87.95,,,20.56,,11.27,21.79
1990-07-25,89.15,,,88.8,,,20.38,,11.45,20.19
1990-07-26,89.14,,,90.85,,,20.3,,11.37,20.26
1990-07-27,88.44,,,91.75,,,20.04,,11.38,21.12
1990-07-30,88.13,,,90.45,,,20.21,,11.28,21.16
1990-07-31,87.2,,,93.8,,,20.69,,11.09,21.11
1990-08-01,87.42,,,93.25,,,21.54,,10.55,21.64
1990-08-02,87.73,,,92.1,,,23.11,,10.39,20.43
1990-08-03,87.54,,,90.75,,,24.49,,9.9,28.74
1990-08-06,87.12,,,92.35,,,28.05,,10.42,35.91
1990-08-07,87.52,,,92.6,,,28.31,,10.5,32.75
1990-08-08,87.59,,,91.85,,,25.96,,10.39,28.27
1990-08-09,87.69,,,93.1,,,25.67,,10.47,24.39
1990-08-10,87.59,,,93.5,,,26.23,,10.49,25.75
1990-08-13,87.01,,,95.6,,,26.77,,10.49,25.74
1990-08-14,86.37,,,94.65,,,26.42,,10.78,24.18
1990-08-15,86.3,,,95.7,,,26.46,,10.9,23.31
1990-08-16,85.87,,,94.3,,,27.36,,11.14,27.16
1990-08-17,85.62,,,94.5,,,28.63,,11.4,27.53
1990-08-20,86.18,,,92.85,,,28.56,,11.28,26.46
1990-08-21,86.17,,,93.05,,,28.41,,11.09,28.9
1990-08-22,85.97,,,95.15,,,31.22,,11.02,30.55
1990-08-23,85.12,,,98.55,,,31.93,,11.31,36.47
1990-08-24,85.66,,,100.0,,,30.91,,11.67,33.93
1990-08-27,85.3,,,98.35,,,26.91,,11.44,29.63
1990-08-28,85.4,,,98.4,,,27.88,,11.47,29.12
1990-08-29,85.57,,,97.8,,,25.92,,11.05,27.38
1990-08-30,85.92,,,100.4,,,26.77,,10.83,29.89
1990-08-31,86.58,,,99.65,,,27.32,,10.33,29.9
1990-09-04,86.85,,,98.1,,,29.12,,10.52,29.58
1990-09-05,85.72,,,100.25,,,29.77,,10.77,28.52
1990-09-06,85.47,,,99.2,,,31.43,,11.24,30.19
1990-09-07,86.05,,,95.5,,,30.04,,11.16,28.73
1990-09-10,86.68,,,94.75,,,31.3,,11.2,29.34
1990-09-11,86.9,,,95.5,,,30.76,,11.33,28.38
1990-09-12,86.94,,,93.95,,,30.97,,11.0,28.12
1990-09-13,85.79,,,91.5,,,31.07,,10.91,29.33
1990-09-14,85.72,,,92.25,,,31.76,,10.98,30.56
1990-09-17,84.92,,,96.5,,,33.63,,11.15,29.55
1990-09-18,85.24,,,95.65,,,33.41,,10.92,28.82
1990-09-19,85.98,,,97.1,,,33.18,,11.05,27.88
1990-09-20,86.22,,,96.6,,,34.71,,11.14,28.66
1990-09-21,86.31,,,97.5,,,35.43,,10.9,30.04
1990-09-24,85.48,,,94.0,,,38.25,,10.96,30.56
1990-09-25,85.96,,,94.65,,,37.53,,11.08,28.81
1990-09-26,85.75,,,94.35,,,38.67,,10.82,28.19
1990-09-27,85.72,,,94.5,,,39.54,,10.52,28.67
1990-09-28,85.91,,,93.0,,,39.51,,9.78,29.11
1990-10-01,85.43,,,92.4,,,37.09,,10.13,28.06
1990-10-02,85.1,,,93.5,,,33.95,,10.1,27.28
1990-10-03,84.71,,,94.1,,,37.32,,9.82,27.9
1990-10-04,84.13,,,93.15,,,36.93,,9.82,27.51
1990-10-05,84.24,,,92.9,,,37.99,,9.94,27.85
1990-10-08,83.57,,,93.7,,,38.95,,10.15,28.04
1990-10-09,83.21,,,93.45,,,40.4,,9.95,30.71
1990-10-10,83.29,,,91.25,,,38.69,,9.99,31.19
1990-10-11,82.79,,,91.55,,,40.42,,9.81,33.98
1990-10-12,83.16,,,92.5,,,39.69,,9.63,31.94
1990-10-15,83.25,,,92.8,,,37.95,,9.13,31.64
1990-10-16,82.59,,,91.85,,,38.89,,9.21,31.45
1990-10-17,82.56,,,93.0,,,36.72,,9.49,31.37
1990-10-18,81.96,,,92.6,,,36.8,,9.63,29.6
1990-10-19,82.3,,,91.55,,,33.79,,9.66,27.86
1990-10-22,82.96,,,93.0,,,28.38,,9.92,27.27
1990-10-23,83.16,,,91.8,,,29.37,,9.78,27.57
1990-10-24,82.48,,,92.0,,,31.08,,9.83,28.28
1990-10-25,83.04,,,91.3,,,34.25,,9.6,29.04
1990-10-26,82.88,,,91.6,,,33.01,,9.33,30.75
1990-10-29,83.24,,,92.5,,,34.68,,9.39,31.54
1990-10-30,82.99,,,92.35,,,34.54,,9.47,30.52
1990-10-31,83.27,,,90.5,,,35.23,,9.42,30.04
1990-11-01,82.82,,,88.85,,,35.17,,9.73,30.25
1990-11-02,82.22,,,88.7,,,34.0,,9.71,30.03
1990-11-05,81.71,,,86.0,,,31.96,,9.55,29.85
1990-11-06,82.11,,,85.85,,,32.63,,9.9,29.11
1990-11-07,82.04,,,85.85,,,35.31,,9.66,30.87
1990-11-08,82.32,,,86.7,,,35.53,,9.81,30.79
1990-11-09,82.12,,,84.3,,,33.89,,10.17,26.96
1990-11-12,81.71,,,84.4,,,31.87,,10.15,25.6
1990-11-13,81.85,,,84.1,,,33.12,,10.32,24.58
1990-11-14,81.63,,,84.3,,,31.16,,10.2,22.89
1990-11-15,81.84,,,81.75,,,31.12,,10.06,22.57
1990-11-16,81.59,,,81.35,,,29.78,,10.07,21.34
1990-11-19,81.54,,,84.45,,,31.5,,9.85,20.95
1990-11-20,81.63,,,82.7,,,28.91,,9.77,20.09
1990-11-21,81.51,,,82.15,,,29.63,,9.83,21.09
1990-11-23,81.86,,,82.15,,,31.9,,9.83,20.98
1990-11-26,82.1,,,85.3,,,32.95,,10.0,22.76
1990-11-27,81.71,,,84.95,,,32.86,,9.98,22.86
1990-11-28,82.23,,,84.8,,,33.28,,9.98,22.96
1990-11-29,83.21,,,85.3,,,32.91,,9.97,23.91
1990-11-30,82.94,,,84.0,,,28.85,,9.82,22.16
1990-12-03,83.82,,,84.05,,,29.15,,9.76,22.29
1990-12-04,83.23,,,88.0,,,30.66,,9.71,22.03
1990-12-05,83.21,,,88.0,,,27.29,,9.87,20.94
1990-12-06,82.71,,,90.0,,,26.4,,9.54,22.62
1990-12-07,81.93,,,88.5,,,26.58,,9.6,22.59
1990-12-10,82.1,,,88.4,,,26.9,,9.73,23.58
1990-12-11,82.33,,,91.0,,,26.41,,9.89,23.75
1990-12-12,82.13,,,91.0,,,25.35,,9.84,21.28
1990-12-13,82.31,,,92.45,,,26.42,,9.69,23.05
1990-12-14,82.58,,,91.1,,,26.55,,9.67,23.85
1990-12-17,82.78,,,93.1,,,27.05,,9.7,24.85
1990-12-18,82.34,,,92.45,,,27.86,,9.7,23.11
1990-12-19,82.61,,,91.6,,,27.86,,9.67,23.08
1990-12-20,83.89,,,90.75,,,26.39,,9.67,23.13
1990-12-21,84.7,,,89.1,,,25.92,,9.67,22.66
1990-12-24,85.29,,,89.1,,,25.92,,9.67,24.03
1990-12-26,85.03,,,87.4,,,27.22,,9.9,24.18
1990-12-27,84.73,,,87.95,,,27.01,,9.7,24.81
1990-12-28,83.26,,,88.65,,,27.57,,9.37,25.05
1990-12-31,83.12,,,88.65,20995.0,,28.44,,9.37,26.38
1991-01-02,82.81,,,88.05,,,26.49,,9.12,26.62
1991-01-03,82.81,,,89.25,,,25.48,,9.11,27.93
1991-01-04,83.36,,,88.9,,,24.9,,9.2,27.19
1991-01-07,84.67,,,90.4,,,27.65,,9.32,28.95
1991-01-08,84.95,,,90.45,,,27.17,,9.1,30.38
1991-01-09,84.53,,,90.15,,,27.26,,9.15,33.3
1991-01-10,84.19,,,89.95,,,27.71,,8.97,31.33
1991-01-11,84.29,,,87.8,,,27.29,,9.14,32.63
1991-01-14,84.83,,,86.55,,,30.78,,9.03,36.2
1991-01-15,84.85,,,86.1,,,30.07,,9.16,36.16
1991-01-16,85.11,,,86.95,,,32.0,,8.95,33.2
1991-01-17,83.37,,,88.0,,,21.44,,9.03,27.45
1991-01-18,82.94,,,87.75,,,19.25,,8.99,25.39
1991-01-21,82.59,,,87.2,,,21.3,,8.89,24.33
1991-01-22,82.79,,,86.7,,,24.18,,8.86,24.9
1991-01-23,82.21,,,86.4,,,22.04,,8.91,23.92
1991-01-24,82.46,,,86.75,,,21.71,,8.93,22.86
1991-01-25,82.63,,,85.95,,,21.35,,8.92,22.2
1991-01-28,82.41,,,82.8,,,20.96,,8.76,23.05
1991-01-29,82.7,,,83.15,,,21.85,,8.69,23.17
1991-01-30,82.34,,,82.95,,,20.97,,8.69,21.37
1991-01-31,82.0,,,83.0,,,21.54,,8.79,20.91
1991-02-01,81.64,,,82.3,,,21.34,,9.0,21.04
1991-02-04,81.38,,,83.4,,,21.14,,9.05,21.86
1991-02-05,81.06,,,84.35,,,20.66,,8.88,21.46
1991-02-06,80.52,,,83.5,,,21.49,,8.5,22.68
1991-02-07,80.87,,,83.95,,,21.22,,8.61,23.6
1991-02-08,80.84,,,87.25,,,21.92,,8.54,23.38
1991-02-11,80.49,,,88.35,,,22.47,,8.2,22.56
1991-02-12,80.89,,,87.2,,,22.93,,8.29,22.26
1991-02-13,81.23,,,91.2,,,22.56,,8.28,20.86
1991-02-14,81.36,,,91.7,,,22.32,,8.5,21.48
1991-02-15,81.92,,,90.55,,,20.88,,8.41,19.57
1991-02-19,82.61,,,90.4,,,20.07,,8.72,19.84
1991-02-20,82.67,,,92.05,,,20.48,,8.63,22.26
1991-02-21,82.47,,,91.75,,,18.5,,8.5,20.78
1991-02-22,83.12,,,89.75,,,17.91,,8.22,21.01
1991-02-25,83.85,,,90.3,,,17.94,,8.52,22.86
1991-02-26,83.93,,,90.15,,,18.37,,9.14,20.38
1991-02-27,83.84,,,89.05,,,18.86,,9.68,21.26
1991-02-28,84.07,,,90.15,,,19.16,,8.95,21.23
1991-03-01,84.84,,,90.6,,,19.38,,9.18,
1991-03-04,84.73,,,89.85,,,20.25,,9.29,20.86
1991-03-05,85.05,,,91.8,,,20.43,,9.39,20.45
1991-03-06,84.94,,,94.3,,,19.73,,9.33,20.55
1991-03-07,85.24,,,93.4,,,19.42,,9.46,21.05
1991-03-08,86.31,,,91.45,,,19.31,,9.3,20.81
1991-03-11,86.9,,,90.9,,,18.99,,9.21,20.88
1991-03-12,86.21,,,89.35,,,19.68,,9.11,18.82
1991-03-13,86.35,,,91.4,,,20.45,,8.96,16.09
1991-03-14,86.72,,,91.5,,,20.27,,9.19,14.94
1991-03-15,87.9,,,91.75,,,20.01,,9.07,14.9
1991-03-18,88.87,,,92.75,,,19.76,,9.2,15.79
1991-03-19,89.64,,,91.7,,,20.61,,9.11,16.11
1991-03-20,89.41,,,94.4,,,20.38,,8.86,16.04
1991-03-21,88.87,,,95.0,,,20.49,,8.92,16.86
1991-03-22,89.47,,,93.05,,,20.1,,9.07,16.49
1991-03-25,91.08,,,93.4,,,19.62,,9.15,16.76
1991-03-26,91.04,,,94.9,,,19.76,,9.19,16.31
1991-03-27,91.87,,,95.4,,,19.41,,9.03,16.55
1991-03-28,92.01,,,94.7,,,19.63,,8.9,16.88
1991-04-01,90.55,,,95.1,,,19.29,,9.01,17.42
1991-04-02,90.35,,,93.6,,,19.7,,9.01,17.4
1991-04-03,90.46,,,94.05,,,19.47,,9.02,17.61
1991-04-04,89.93,,,92.65,,,19.98,,9.05,18.01
1991-04-05,90.64,,,92.95,,,19.96,,8.98,17.63
1991-04-08,90.96,,,93.25,,,20.31,,9.28,17.41
1991-04-09,89.62,,,91.2,,,20.26,,9.27,20.12
1991-04-10,90.52,,,91.85,,,21.05,,9.11,19.73
1991-04-11,89.94,,,91.9,,,20.89,,8.93,17.24
1991-04-12,90.36,,,91.55,,,21.48,,8.71,18.45
1991-04-15,89.64,,,91.9,,,21.91,,8.66,16.5
1991-04-16,89.57,,,92.15,,,21.64,,8.64,15.82
1991-04-17,89.84,,,91.2,,,21.71,,8.51,15.47
1991-04-18,91.35,,,91.1,,,21.08,,8.06,16.26
1991-04-19,92.71,,,88.7,,,21.13,,7.9,15.68
1991-04-22,93.81,,,89.8,,,21.62,,8.06,16.78
1991-04-23,92.93,,,88.95,,,20.88,,7.88,17.02
1991-04-24,93.15,,,88.3,,,20.94,,8.24,16.72
1991-04-25,93.26,,,88.4,,,21.15,,8.31,17.15
1991-04-26,93.46,,,86.9,,,21.28,,8.29,17.27
1991-04-29,93.31,,,87.3,,,21.26,,7.92,18.27
1991-04-30,91.54,,,87.2,,,20.96,,7.42,18.24
1991-05-01,91.86,,,88.1,,,21.25,,8.05,17.77
1991-05-02,92.26,,,86.65,,,21.17,,7.96,17.52
1991-05-03,93.41,,,86.7,,,21.37,,7.8,17.24
1991-05-06,92.69,,,85.8,,,21.68,,7.72,17.92
1991-05-07,92.07,,,86.35,,,21.63,,7.67,17.46
1991-05-08,92.6,,,86.65,,,21.78,,7.64,17.78
1991-05-09,92.51,,,86.15,,,21.93,,7.82,17.17
1991-05-10,92.38,,,87.75,,,21.27,,7.63,17.54
1991-05-13,92.01,,,87.1,,,20.91,,7.87,17.66
1991-05-14,91.29,,,88.15,,,20.74,,7.75,18.0
1991-05-15,90.79,,,89.0,,,20.92,,7.89,18.38
1991-05-16,91.15,,,88.0,,,20.89,,7.89,17.24
1991-05-17,92.95,,,88.5,,,21.18,,7.85,16.64
1991-05-20,92.72,,,88.65,,,21.37,,8.07,17.1
1991-05-21,91.82,,,87.55,,,21.4,,7.99,16.07
1991-05-22,92.27,,,86.8,,,20.83,,7.93,16.16
1991-05-23,91.9,,,86.5,,,21.02,,7.99,16.11
1991-05-24,91.68,,,87.05,,,21.19,,8.1,15.23
1991-05-28,91.17,,,86.55,,,21.33,,8.05,15.67
1991-05-29,92.02,,,86.45,,,21.11,,8.01,15.9
1991-05-30,92.18,,,87.15,,,21.32,,8.03,16.02
1991-05-31,93.15,,,86.7,,,21.13,,8.05,15.93
1991-06-03,93.44,,,86.7,,,21.13,,8.47,16.87
1991-06-04,93.27,,,87.05,,,21.02,,8.71,16.17
1991-06-05,93.49,,,87.8,,,20.47,,8.58,16.4
1991-06-06,93.7,,,88.0,,,20.33,,8.57,16.93
1991-06-07,94.56,,,85.6,,,20.28,,8.73,16.98
1991-06-10,94.56,,,85.55,,,19.84,,8.88,17.47
1991-06-11,94.85,,,85.5,,,19.96,,8.79,17.32
1991-06-12,95.56,,,84.0,,,20.05,,8.88,17.72
1991-06-13,95.91,,,84.5,,,19.71,,9.39,16.99
1991-06-14,95.79,,,84.3,,,19.67,,9.24,15.98
1991-06-17,95.78,,,84.3,,,19.94,,9.58,15.5
1991-06-18,96.73,,,84.4,,,20.13,,9.9,16.14
1991-06-19,95.6,,,83.2,,,19.99,,9.97,17.44
1991-06-20,95.45,,,84.1,,,20.15,,9.9,16.75
1991-06-21,95.91,,,84.8,,,20.23,,9.88,16.51
1991-06-24,95.05,,,85.3,,,19.98,,9.7,18.28
1991-06-25,95.55,,,86.65,,,20.05,,9.96,17.85
1991-06-26,95.3,,,86.7,,,20.08,,10.4,17.98
1991-06-27,95.5,,,84.3,,,20.48,,10.65,17.87
1991-06-28,96.03,,,84.2,,,20.56,,10.7,19.55
1991-07-01,96.81,,,85.25,,,20.76,,8.46,18.64
1991-07-02,97.15,,,85.2,,,20.82,,8.44,17.63
1991-07-03,97.07,,,85.0,,,20.67,,8.61,19.47
1991-07-05,96.72,,,85.0,,,20.89,,8.61,18.35
1991-07-08,96.03,,,84.25,,,21.24,,9.51,20.29
1991-07-09,96.48,,,83.75,,,21.29,,9.49,19.76
1991-07-10,96.35,,,83.4,,,21.43,,9.14,19.19
1991-07-11,97.18,,,83.25,,,21.29,,9.19,17.39
1991-07-12,95.15,,,84.75,,,21.72,,9.24,18.29
1991-07-15,95.21,,,81.9,,,21.47,,9.05,17.78
1991-07-16,95.64,,,81.65,,,21.65,,8.81,17.49
1991-07-17,95.24,,,82.55,,,22.14,,8.91,17.52
1991-07-18,94.66,,,82.0,,,21.94,,9.46,15.77
1991-07-19,93.48,,,82.5,,,22.16,,9.18,15.5
1991-07-22,94.17,,,83.05,,,21.72,,9.3,16.9
1991-07-23,94.0,,,82.4,,,21.32,,9.2,16.58
1991-07-24,93.23,,,82.4,,,21.52,,9.07,16.41
1991-07-25,94.19,,,80.85,,,21.46,,9.09,15.74
1991-07-26,93.52,,,81.7,,,21.48,,9.33,15.45
1991-07-29,93.68,,,82.1,,,21.35,,9.28,15.67
1991-07-30,94.0,,,82.1,,,21.42,,9.39,15.47
1991-07-31,93.49,,,81.4,,,21.68,,9.68,15.18
1991-08-01,93.97,,,83.0,,,21.27,,9.76,15.47
1991-08-02,93.33,,,82.55,,,21.32,,9.59,15.26
1991-08-05,92.39,,,82.9,,,21.47,,9.56,15.92
1991-08-06,91.97,,,82.45,,,21.37,,9.45,15.54
1991-08-07,92.02,,,81.65,,,21.36,,9.32,15.56
1991-08-08,92.3,,,80.7,,,21.58,,9.15,15.98
1991-08-09,92.87,,,81.15,,,21.62,,8.68,15.45
1991-08-12,92.7,,,79.95,,,21.69,,8.28,15.26
1991-08-13,93.0,,,79.2,,,21.58,,8.36,14.73
1991-08-14,93.21,,,80.7,,,21.27,,8.54,15.09
1991-08-15,93.68,,,79.85,,,21.44,,8.48,15.19
1991-08-16,94.38,,,79.05,,,21.3,,8.32,16.01
1991-08-19,96.46,,,78.75,,,22.47,,7.97,21.19
1991-08-20,95.46,,,77.8,,,22.27,,7.98,18.86
1991-08-21,93.23,,,78.5,,,21.55,,8.67,15.62
1991-08-22,92.9,,,79.3,,,21.72,,8.69,14.59
1991-08-23,93.58,,,82.9,,,21.81,,8.62,14.41
1991-08-26,93.56,,,83.65,,,21.97,,8.83,14.81
1991-08-27,93.6,,,84.4,,,21.98,,8.88,15.46
1991-08-28,93.1,,,84.2,,,21.74,,8.91,15.31
1991-08-29,93.37,,,85.1,,,21.97,,8.73,14.82
1991-08-30,93.49,,,85.65,,,22.26,,8.83,14.46
1991-09-03,92.95,,,85.9,,,22.24,,8.73,16.57
1991-09-04,92.92,,,85.45,,,21.81,,8.75,17.18
1991-09-05,93.0,,,87.55,,,21.69,,9.23,17.31
1991-09-06,92.12,,,87.8,,,21.57,,9.2,16.76
1991-09-09,91.16,,,89.9,,,21.33,,9.03,17.73
1991-09-10,91.16,,,89.3,,,21.41,,8.9,18.22
1991-09-11,90.95,,,88.5,,,21.64,,9.04,17.96
1991-09-12,90.77,,,89.65,,,21.53,,9.0,16.21
1991-09-13,90.95,,,87.75,,,21.68,,8.91,17.88
1991-09-16,90.34,,,86.5,,,21.82,,8.7,17.82
1991-09-17,90.24,,,83.85,,,21.62,,8.98,17.68
1991-09-18,90.83,,,84.2,,,21.84,,9.06,17.56
