date, value
1996-09-09 00:00:00, 87.0
1996-09-10 00:00:00, 87.57
1996-09-11 00:00:00, 87.6
1996-09-12 00:00:00, 87.72
1996-09-13 00:00:00, 87.71
1996-09-16 00:00:00, 87.51
1996-09-17 00:00:00, 87.6
1996-09-18 00:00:00, 87.36
1996-09-19 00:00:00, 87.55
1996-09-20 00:00:00, 87.57
1996-09-23 00:00:00, 87.43
1996-09-24 00:00:00, 87.3
1996-09-25 00:00:00, 87.56
1996-09-26 00:00:00, 87.82
1996-09-27 00:00:00, 87.82
1996-09-30 00:00:00, 87.94
1996-10-01 00:00:00, 87.94
1996-10-02 00:00:00, 88.17
1996-10-03 00:00:00, 88.06
1996-10-04 00:00:00, 88.12
1996-10-07 00:00:00, 87.97
1996-10-08 00:00:00, 87.89
1996-10-09 00:00:00, 87.97
1996-10-10 00:00:00, 87.87
1996-10-11 00:00:00, 87.95
1996-10-14 00:00:00, 87.87
1996-10-15 00:00:00, 88.32
1996-10-16 00:00:00, 88.35
1996-10-17 00:00:00, 88.47
1996-10-18 00:00:00, 88.38
1996-10-21 00:00:00, 88.13
1996-10-22 00:00:00, 87.65
1996-10-23 00:00:00, 87.67
1996-10-24 00:00:00, 87.67
1996-10-25 00:00:00, 87.63
1996-10-28 00:00:00, 87.62
1996-10-29 00:00:00, 87.34
1996-10-30 00:00:00, 87.11
1996-10-31 00:00:00, 87.43
1996-11-01 00:00:00, 87.18
1996-11-04 00:00:00, 87.07
1996-11-05 00:00:00, 87.34
1996-11-06 00:00:00, 87.31
1996-11-07 00:00:00, 86.95
1996-11-08 00:00:00, 86.63
1996-11-11 00:00:00, 86.29
1996-11-12 00:00:00, 86.81
1996-11-13 00:00:00, 86.63
1996-11-14 00:00:00, 86.68
1996-11-15 00:00:00, 86.7
1996-11-18 00:00:00, 86.46
1996-11-19 00:00:00, 86.54
1996-11-20 00:00:00, 86.18
1996-11-21 00:00:00, 86.14
1996-11-22 00:00:00, 86.56
1996-11-25 00:00:00, 87.26
1996-11-26 00:00:00, 87.35
1996-11-27 00:00:00, 87.51
1996-11-28 00:00:00, 87.61
1996-11-29 00:00:00, 87.92
1996-12-02 00:00:00, 88.6
1996-12-03 00:00:00, 88.69
1996-12-04 00:00:00, 88.81
1996-12-05 00:00:00, 88.53
1996-12-06 00:00:00, 88.42
1996-12-09 00:00:00, 88.78
1996-12-10 00:00:00, 88.67
1996-12-11 00:00:00, 88.11
1996-12-12 00:00:00, 88.25
1996-12-13 00:00:00, 88.72
1996-12-16 00:00:00, 88.47
1996-12-17 00:00:00, 88.46
1996-12-18 00:00:00, 88.6
1996-12-19 00:00:00, 88.83
1996-12-20 00:00:00, 88.67
1996-12-23 00:00:00, 88.7
1996-12-24 00:00:00, 88.81
1996-12-26 00:00:00, 88.78
1996-12-27 00:00:00, 88.76
1996-12-30 00:00:00, 88.86
1996-12-31 00:00:00, 88.12
1997-01-02 00:00:00, 88.34
1997-01-03 00:00:00, 89.3
1997-01-06 00:00:00, 89.14
1997-01-07 00:00:00, 89.01
1997-01-08 00:00:00, 89.45
1997-01-09 00:00:00, 89.45
1997-01-10 00:00:00, 89.77
1997-01-13 00:00:00, 89.98
1997-01-14 00:00:00, 90.31
1997-01-15 00:00:00, 89.91
1997-01-16 00:00:00, 90.08
1997-01-17 00:00:00, 90.86
1997-01-20 00:00:00, 91.53
1997-01-21 00:00:00, 91.62
1997-01-22 00:00:00, 92.47
1997-01-23 00:00:00, 92.56
1997-01-24 00:00:00, 92.12
1997-01-27 00:00:00, 92.77
1997-01-28 00:00:00, 93.16
1997-01-29 00:00:00, 93.02
1997-01-30 00:00:00, 92.83
1997-01-31 00:00:00, 93.04
1997-02-03 00:00:00, 93.09
1997-02-04 00:00:00, 93.24
1997-02-05 00:00:00, 93.32
1997-02-06 00:00:00, 93.47
1997-02-07 00:00:00, 93.68
1997-02-10 00:00:00, 93.52
1997-02-11 00:00:00, 94.25
1997-02-12 00:00:00, 94.71
1997-02-13 00:00:00, 94.8
1997-02-14 00:00:00, 94.91
1997-02-17 00:00:00, 95.24
1997-02-18 00:00:00, 95.15
1997-02-19 00:00:00, 95.53
1997-02-20 00:00:00, 94.91
1997-02-21 00:00:00, 95.04
1997-02-24 00:00:00, 94.29
1997-02-25 00:00:00, 94.26
1997-02-26 00:00:00, 94.94
1997-02-27 00:00:00, 94.87
1997-02-28 00:00:00, 94.89
1997-03-03 00:00:00, 95.39
1997-03-04 00:00:00, 96.08
1997-03-05 00:00:00, 95.92
1997-03-06 00:00:00, 95.9
1997-03-07 00:00:00, 96.12
1997-03-10 00:00:00, 95.58
1997-03-11 00:00:00, 95.73
1997-03-12 00:00:00, 95.42
1997-03-13 00:00:00, 96.02
1997-03-14 00:00:00, 95.58
1997-03-17 00:00:00, 95.68
1997-03-18 00:00:00, 94.98
1997-03-19 00:00:00, 95.2
1997-03-20 00:00:00, 95.7
1997-03-21 00:00:00, 95.28
1997-03-24 00:00:00, 95.25
1997-03-25 00:00:00, 95.48
1997-03-26 00:00:00, 95.33
1997-03-27 00:00:00, 94.69
1997-03-31 00:00:00, 94.72
1997-04-01 00:00:00, 94.09
1997-04-02 00:00:00, 94.75
1997-04-03 00:00:00, 94.3
1997-04-04 00:00:00, 95.12
1997-04-07 00:00:00, 96.15
1997-04-08 00:00:00, 96.35
1997-04-09 00:00:00, 96.92
1997-04-10 00:00:00, 96.54
1997-04-11 00:00:00, 96.57
1997-04-14 00:00:00, 96.94
1997-04-15 00:00:00, 96.72
1997-04-16 00:00:00, 96.85
1997-04-17 00:00:00, 96.7
1997-04-18 00:00:00, 96.29
1997-04-21 00:00:00, 95.8
1997-04-22 00:00:00, 96.52
1997-04-23 00:00:00, 96.44
1997-04-24 00:00:00, 96.5
1997-04-25 00:00:00, 97.1
1997-04-28 00:00:00, 97.31
1997-04-29 00:00:00, 96.91
1997-04-30 00:00:00, 97.18
1997-05-01 00:00:00, 96.81
1997-05-02 00:00:00, 97.04
1997-05-05 00:00:00, 97.16
1997-05-06 00:00:00, 96.51
1997-05-07 00:00:00, 96.51
1997-05-08 00:00:00, 95.97
1997-05-09 00:00:00, 94.9
1997-05-12 00:00:00, 95.46
1997-05-13 00:00:00, 94.88
1997-05-14 00:00:00, 94.5
1997-05-15 00:00:00, 94.38
1997-05-16 00:00:00, 94.26
1997-05-19 00:00:00, 94.68
1997-05-20 00:00:00, 93.26
1997-05-21 00:00:00, 94.01
1997-05-22 00:00:00, 94.36
1997-05-23 00:00:00, 94.24
1997-05-27 00:00:00, 94.95
1997-05-28 00:00:00, 94.56
1997-05-29 00:00:00, 94.65
1997-05-30 00:00:00, 94.85
1997-06-02 00:00:00, 95.73
1997-06-03 00:00:00, 95.52
1997-06-04 00:00:00, 95.73
1997-06-05 00:00:00, 95.58
1997-06-06 00:00:00, 95.52
1997-06-09 00:00:00, 94.7
1997-06-10 00:00:00, 94.98
1997-06-11 00:00:00, 94.78
1997-06-12 00:00:00, 95.48
1997-06-13 00:00:00, 95.79
1997-06-16 00:00:00, 95.43
1997-06-17 00:00:00, 95.41
1997-06-18 00:00:00, 95.51
1997-06-19 00:00:00, 95.07
1997-06-20 00:00:00, 95.3
1997-06-23 00:00:00, 94.89
1997-06-24 00:00:00, 95.18
1997-06-25 00:00:00, 95.02
1997-06-26 00:00:00, 94.94
1997-06-27 00:00:00, 95.55
1997-06-30 00:00:00, 95.67
1997-07-01 00:00:00, 95.85
1997-07-02 00:00:00, 95.86
1997-07-03 00:00:00, 95.57
1997-07-04 00:00:00, 95.65
1997-07-07 00:00:00, 95.49
1997-07-08 00:00:00, 95.84
1997-07-09 00:00:00, 95.85
1997-07-10 00:00:00, 95.58
1997-07-11 00:00:00, 96.32
1997-07-14 00:00:00, 97.15
1997-07-15 00:00:00, 97.28
1997-07-16 00:00:00, 97.23
1997-07-17 00:00:00, 97.47
1997-07-18 00:00:00, 97.35
1997-07-21 00:00:00, 97.45
1997-07-22 00:00:00, 98.19
1997-07-23 00:00:00, 98.4
1997-07-24 00:00:00, 98.87
1997-07-25 00:00:00, 99.13
1997-07-28 00:00:00, 99.65
1997-07-29 00:00:00, 99.62
1997-07-30 00:00:00, 99.56
1997-07-31 00:00:00, 99.55
1997-08-01 00:00:00, 100.43
1997-08-04 00:00:00, 100.61
1997-08-05 00:00:00, 101.17
1997-08-06 00:00:00, 101.39
1997-08-07 00:00:00, 101.03
1997-08-08 00:00:00, 99.75
1997-08-11 00:00:00, 100.41
1997-08-12 00:00:00, 100.76
1997-08-13 00:00:00, 99.67
1997-08-14 00:00:00, 100.05
1997-08-15 00:00:00, 99.05
1997-08-18 00:00:00, 99.39
1997-08-19 00:00:00, 99.89
1997-08-20 00:00:00, 100.47
1997-08-21 00:00:00, 99.82
1997-08-22 00:00:00, 99.06
1997-08-25 00:00:00, 99.26
1997-08-26 00:00:00, 98.36
1997-08-27 00:00:00, 98.6
1997-08-28 00:00:00, 98.2
1997-08-29 00:00:00, 99.0
1997-09-01 00:00:00, 99.05
1997-09-02 00:00:00, 100.07
1997-09-03 00:00:00, 99.6
1997-09-04 00:00:00, 99.47
1997-09-05 00:00:00, 98.86
1997-09-08 00:00:00, 99.07
1997-09-09 00:00:00, 99.05
1997-09-10 00:00:00, 98.71
1997-09-11 00:00:00, 97.96
1997-09-12 00:00:00, 97.73
1997-09-15 00:00:00, 97.28
1997-09-16 00:00:00, 97.68
1997-09-17 00:00:00, 97.7
1997-09-18 00:00:00, 97.99
1997-09-19 00:00:00, 97.83
1997-09-22 00:00:00, 98.43
1997-09-23 00:00:00, 98.39
1997-09-24 00:00:00, 97.49
1997-09-25 00:00:00, 97.05
1997-09-26 00:00:00, 97.25
1997-09-29 00:00:00, 97.26
1997-09-30 00:00:00, 97.11
1997-10-01 00:00:00, 97.6
1997-10-02 00:00:00, 97.64
1997-10-03 00:00:00, 97.08
1997-10-06 00:00:00, 97.13
1997-10-07 00:00:00, 97.13
1997-10-08 00:00:00, 96.69
1997-10-09 00:00:00, 96.61
1997-10-10 00:00:00, 96.66
1997-10-13 00:00:00, 96.87
1997-10-14 00:00:00, 96.95
1997-10-15 00:00:00, 96.72
1997-10-16 00:00:00, 96.49
1997-10-17 00:00:00, 97.54
1997-10-20 00:00:00, 97.49
1997-10-21 00:00:00, 98.1
1997-10-22 00:00:00, 97.98
1997-10-23 00:00:00, 97.44
1997-10-24 00:00:00, 97.73
1997-10-27 00:00:00, 97.01
1997-10-28 00:00:00, 96.06
1997-10-29 00:00:00, 95.77
1997-10-30 00:00:00, 95.46
1997-10-31 00:00:00, 95.64
1997-11-03 00:00:00, 96.07
1997-11-04 00:00:00, 95.54
1997-11-05 00:00:00, 95.52
1997-11-06 00:00:00, 95.65
1997-11-07 00:00:00, 95.25
1997-11-10 00:00:00, 95.2
1997-11-11 00:00:00, 95.21
1997-11-12 00:00:00, 95.76
1997-11-13 00:00:00, 95.95
1997-11-14 00:00:00, 96.15
1997-11-17 00:00:00, 96.19
1997-11-18 00:00:00, 96.19
1997-11-19 00:00:00, 96.39
1997-11-20 00:00:00, 96.72
1997-11-21 00:00:00, 96.6
1997-11-24 00:00:00, 96.68
1997-11-25 00:00:00, 97.23
1997-11-26 00:00:00, 97.66
1997-11-27 00:00:00, 97.88
1997-11-28 00:00:00, 97.77
1997-12-01 00:00:00, 98.4
1997-12-02 00:00:00, 98.32
1997-12-03 00:00:00, 98.1
1997-12-04 00:00:00, 98.35
1997-12-05 00:00:00, 98.86
1997-12-08 00:00:00, 99.24
1997-12-09 00:00:00, 99.16
1997-12-10 00:00:00, 98.98
1997-12-11 00:00:00, 98.18
1997-12-12 00:00:00, 98.72
1997-12-15 00:00:00, 98.76
1997-12-16 00:00:00, 99.06
1997-12-17 00:00:00, 98.28
1997-12-18 00:00:00, 98.47
1997-12-19 00:00:00, 98.54
1997-12-22 00:00:00, 98.83
1997-12-23 00:00:00, 98.57
1997-12-24 00:00:00, 98.51
1997-12-26 00:00:00, 98.51
1997-12-29 00:00:00, 99.1
1997-12-30 00:00:00, 99.28
1997-12-31 00:00:00, 99.65
1998-01-02 00:00:00, 100.1
1998-01-05 00:00:00, 101.06
1998-01-06 00:00:00, 101.4
1998-01-07 00:00:00, 100.64
1998-01-08 00:00:00, 101.02
1998-01-09 00:00:00, 100.93
1998-01-12 00:00:00, 100.93
1998-01-13 00:00:00, 100.71
1998-01-14 00:00:00, 100.74
1998-01-15 00:00:00, 100.98
1998-01-16 00:00:00, 100.99
1998-01-19 00:00:00, 101.04
1998-01-20 00:00:00, 101.2
1998-01-21 00:00:00, 100.24
1998-01-22 00:00:00, 99.76
1998-01-23 00:00:00, 98.44
1998-01-26 00:00:00, 99.16
1998-01-27 00:00:00, 98.98
1998-01-28 00:00:00, 99.82
1998-01-29 00:00:00, 100.58
1998-01-30 00:00:00, 100.72
1998-02-02 00:00:00, 100.27
1998-02-03 00:00:00, 99.86
1998-02-04 00:00:00, 99.14
1998-02-05 00:00:00, 98.55
1998-02-06 00:00:00, 99.52
1998-02-09 00:00:00, 99.93
1998-02-10 00:00:00, 99.57
1998-02-11 00:00:00, 99.94
1998-02-12 00:00:00, 99.59
1998-02-13 00:00:00, 100.01
1998-02-16 00:00:00, 100.12
1998-02-17 00:00:00, 100.51
1998-02-18 00:00:00, 100.17
1998-02-19 00:00:00, 100.0
1998-02-20 00:00:00, 100.32
1998-02-23 00:00:00, 99.32
1998-02-24 00:00:00, 99.35
1998-02-25 00:00:00, 100.19
1998-02-26 00:00:00, 99.94
1998-02-27 00:00:00, 99.83
1998-03-02 00:00:00, 99.58
1998-03-03 00:00:00, 99.55
1998-03-04 00:00:00, 99.9
1998-03-05 00:00:00, 100.83
1998-03-06 00:00:00, 100.63
1998-03-09 00:00:00, 100.31
1998-03-10 00:00:00, 100.4
1998-03-11 00:00:00, 100.58
1998-03-12 00:00:00, 100.39
1998-03-13 00:00:00, 99.8
1998-03-16 00:00:00, 100.06
1998-03-17 00:00:00, 99.99
1998-03-18 00:00:00, 100.42
1998-03-19 00:00:00, 100.77
1998-03-20 00:00:00, 100.64
1998-03-23 00:00:00, 100.35
1998-03-24 00:00:00, 100.4
1998-03-25 00:00:00, 100.2
1998-03-26 00:00:00, 99.77
1998-03-27 00:00:00, 100.33
1998-03-30 00:00:00, 101.34
1998-03-31 00:00:00, 101.5
1998-04-01 00:00:00, 101.71
1998-04-02 00:00:00, 101.84
1998-04-03 00:00:00, 101.85
1998-04-06 00:00:00, 101.5
1998-04-07 00:00:00, 101.22
1998-04-08 00:00:00, 100.21
1998-04-09 00:00:00, 100.54
1998-04-13 00:00:00, 100.44
1998-04-14 00:00:00, 99.51
1998-04-15 00:00:00, 99.59
1998-04-16 00:00:00, 99.81
1998-04-17 00:00:00, 99.92
1998-04-20 00:00:00, 99.74
1998-04-21 00:00:00, 99.22
1998-04-22 00:00:00, 99.28
1998-04-23 00:00:00, 99.56
1998-04-24 00:00:00, 99.38
1998-04-27 00:00:00, 99.34
1998-04-28 00:00:00, 99.62
1998-04-29 00:00:00, 99.73
1998-04-30 00:00:00, 99.71
1998-05-01 00:00:00, 99.32
1998-05-04 00:00:00, 99.24
1998-05-05 00:00:00, 98.71
1998-05-06 00:00:00, 98.8
1998-05-07 00:00:00, 98.89
1998-05-08 00:00:00, 99.05
1998-05-11 00:00:00, 99.31
1998-05-12 00:00:00, 99.39
1998-05-13 00:00:00, 99.59
1998-05-14 00:00:00, 99.6
1998-05-15 00:00:00, 99.92
1998-05-18 00:00:00, 100.17
1998-05-19 00:00:00, 100.17
1998-05-20 00:00:00, 99.5
1998-05-21 00:00:00, 98.89
1998-05-22 00:00:00, 99.08
1998-05-26 00:00:00, 99.75
1998-05-27 00:00:00, 100.15
1998-05-28 00:00:00, 100.25
1998-05-29 00:00:00, 100.48
1998-06-01 00:00:00, 100.23
1998-06-02 00:00:00, 100.14
1998-06-03 00:00:00, 99.8
1998-06-04 00:00:00, 99.55
1998-06-05 00:00:00, 100.15
1998-06-08 00:00:00, 100.4
1998-06-09 00:00:00, 100.39
1998-06-10 00:00:00, 101.2
1998-06-11 00:00:00, 101.94
1998-06-12 00:00:00, 101.76
1998-06-15 00:00:00, 102.25
1998-06-16 00:00:00, 101.41
1998-06-17 00:00:00, 100.07
1998-06-18 00:00:00, 100.53
1998-06-19 00:00:00, 100.12
1998-06-22 00:00:00, 100.51
1998-06-23 00:00:00, 100.87
1998-06-24 00:00:00, 101.12
1998-06-25 00:00:00, 101.12
1998-06-26 00:00:00, 101.55
1998-06-29 00:00:00, 101.64
1998-06-30 00:00:00, 101.17
1998-07-01 00:00:00, 101.46
1998-07-02 00:00:00, 101.98
1998-07-03 00:00:00, 101.57
1998-07-06 00:00:00, 101.75
1998-07-07 00:00:00, 101.67
1998-07-08 00:00:00, 101.82
1998-07-09 00:00:00, 102.46
1998-07-10 00:00:00, 102.09
1998-07-13 00:00:00, 101.51
1998-07-14 00:00:00, 101.48
1998-07-15 00:00:00, 101.37
1998-07-16 00:00:00, 100.82
1998-07-17 00:00:00, 100.58
1998-07-20 00:00:00, 100.47
1998-07-21 00:00:00, 100.94
1998-07-22 00:00:00, 101.1
1998-07-23 00:00:00, 100.97
1998-07-24 00:00:00, 100.7
1998-07-27 00:00:00, 101.02
1998-07-28 00:00:00, 100.36
1998-07-29 00:00:00, 100.56
1998-07-30 00:00:00, 101.11
1998-07-31 00:00:00, 101.14
1998-08-03 00:00:00, 101.65
1998-08-04 00:00:00, 101.13
1998-08-05 00:00:00, 100.84
1998-08-06 00:00:00, 101.1
1998-08-07 00:00:00, 101.49
1998-08-10 00:00:00, 101.48
1998-08-11 00:00:00, 101.76
1998-08-12 00:00:00, 101.79
1998-08-13 00:00:00, 101.65
1998-08-14 00:00:00, 102.42
1998-08-17 00:00:00, 102.17
1998-08-18 00:00:00, 102.4
1998-08-19 00:00:00, 102.12
1998-08-20 00:00:00, 101.99
1998-08-21 00:00:00, 102.18
1998-08-24 00:00:00, 102.03
1998-08-25 00:00:00, 102.23
1998-08-26 00:00:00, 102.57
1998-08-27 00:00:00, 101.93
1998-08-28 00:00:00, 100.22
1998-08-31 00:00:00, 100.2
1998-09-01 00:00:00, 99.19
1998-09-02 00:00:00, 99.4
1998-09-03 00:00:00, 98.38
1998-09-04 00:00:00, 98.2
1998-09-07 00:00:00, 97.87
1998-09-08 00:00:00, 98.18
1998-09-09 00:00:00, 98.24
1998-09-10 00:00:00, 96.64
1998-09-11 00:00:00, 96.5
1998-09-14 00:00:00, 96.8
1998-09-15 00:00:00, 96.51
1998-09-16 00:00:00, 96.76
1998-09-17 00:00:00, 96.47
1998-09-18 00:00:00, 96.71
1998-09-21 00:00:00, 96.77
1998-09-22 00:00:00, 96.63
1998-09-23 00:00:00, 96.45
1998-09-24 00:00:00, 96.22
1998-09-25 00:00:00, 96.38
1998-09-28 00:00:00, 96.12
1998-09-29 00:00:00, 95.82
1998-09-30 00:00:00, 96.17
1998-10-01 00:00:00, 95.36
1998-10-02 00:00:00, 95.37
1998-10-05 00:00:00, 94.98
1998-10-06 00:00:00, 94.53
1998-10-07 00:00:00, 92.37
1998-10-08 00:00:00, 93.11
1998-10-09 00:00:00, 93.1
1998-10-12 00:00:00, 93.8
1998-10-13 00:00:00, 93.14
1998-10-14 00:00:00, 93.4
1998-10-15 00:00:00, 92.2
1998-10-16 00:00:00, 92.22
1998-10-19 00:00:00, 92.57
1998-10-20 00:00:00, 93.02
1998-10-21 00:00:00, 93.49
1998-10-22 00:00:00, 93.21
1998-10-23 00:00:00, 93.17
1998-10-26 00:00:00, 94.39
1998-10-27 00:00:00, 93.88
1998-10-28 00:00:00, 93.92
1998-10-29 00:00:00, 93.79
1998-10-30 00:00:00, 93.68
1998-11-02 00:00:00, 93.56
1998-11-03 00:00:00, 93.91
1998-11-04 00:00:00, 94.13
1998-11-05 00:00:00, 94.02
1998-11-06 00:00:00, 94.75
1998-11-09 00:00:00, 95.61
1998-11-10 00:00:00, 95.7
1998-11-11 00:00:00, 95.35
1998-11-12 00:00:00, 95.68
1998-11-13 00:00:00, 95.74
1998-11-16 00:00:00, 94.81
1998-11-17 00:00:00, 94.97
1998-11-18 00:00:00, 95.28
1998-11-19 00:00:00, 95.54
1998-11-20 00:00:00, 95.81
1998-11-23 00:00:00, 96.32
1998-11-24 00:00:00, 96.4
1998-11-25 00:00:00, 96.36
1998-11-26 00:00:00, 96.35
1998-11-27 00:00:00, 96.83
1998-11-30 00:00:00, 96.2
1998-12-01 00:00:00, 95.59
1998-12-02 00:00:00, 94.82
1998-12-03 00:00:00, 94.71
1998-12-04 00:00:00, 94.91
1998-12-07 00:00:00, 95.31
1998-12-08 00:00:00, 94.8
1998-12-09 00:00:00, 94.65
1998-12-10 00:00:00, 93.86
1998-12-11 00:00:00, 93.48
1998-12-14 00:00:00, 93.39
1998-12-15 00:00:00, 93.81
1998-12-16 00:00:00, 94.46
1998-12-17 00:00:00, 94.31
1998-12-18 00:00:00, 94.04
1998-12-21 00:00:00, 94.37
1998-12-22 00:00:00, 94.5
1998-12-23 00:00:00, 94.52
1998-12-24 00:00:00, 94.89
1998-12-28 00:00:00, 94.66
1998-12-29 00:00:00, 94.46
1998-12-30 00:00:00, 94.69
1998-12-31 00:00:00, 94.17
1999-01-04 00:00:00, 93.44
1999-01-05 00:00:00, 93.47
1999-01-06 00:00:00, 94.53
1999-01-07 00:00:00, 93.72
1999-01-08 00:00:00, 94.35
1999-01-11 00:00:00, 94.66
1999-01-12 00:00:00, 94.79
1999-01-13 00:00:00, 94.25
1999-01-14 00:00:00, 94.03
1999-01-15 00:00:00, 94.72
1999-01-18 00:00:00, 94.67
1999-01-19 00:00:00, 94.52
1999-01-20 00:00:00, 94.72
1999-01-21 00:00:00, 94.5
1999-01-22 00:00:00, 94.66
1999-01-25 00:00:00, 94.73
1999-01-26 00:00:00, 94.72
1999-01-27 00:00:00, 95.68
1999-01-28 00:00:00, 95.79
1999-01-29 00:00:00, 96.08
1999-02-01 00:00:00, 96.23
1999-02-02 00:00:00, 95.71
1999-02-03 00:00:00, 96.03
1999-02-04 00:00:00, 95.68
1999-02-05 00:00:00, 96.22
1999-02-08 00:00:00, 96.01
1999-02-09 00:00:00, 96.28
1999-02-10 00:00:00, 95.96
1999-02-11 00:00:00, 96.68
1999-02-12 00:00:00, 96.31
1999-02-15 00:00:00, 96.79
1999-02-16 00:00:00, 97.21
1999-02-17 00:00:00, 97.06
1999-02-18 00:00:00, 97.32
1999-02-19 00:00:00, 98.27
1999-02-22 00:00:00, 98.52
1999-02-23 00:00:00, 98.85
1999-02-24 00:00:00, 99.11
1999-02-25 00:00:00, 98.57
1999-02-26 00:00:00, 98.71
1999-03-01 00:00:00, 99.56
1999-03-02 00:00:00, 99.37
1999-03-03 00:00:00, 99.76
1999-03-04 00:00:00, 100.48
1999-03-05 00:00:00, 100.24
1999-03-08 00:00:00, 99.75
1999-03-09 00:00:00, 99.64
1999-03-10 00:00:00, 99.01
1999-03-11 00:00:00, 98.46
1999-03-12 00:00:00, 99.13
1999-03-15 00:00:00, 98.89
1999-03-16 00:00:00, 98.56
1999-03-17 00:00:00, 98.62
1999-03-18 00:00:00, 98.57
1999-03-19 00:00:00, 99.05
1999-03-22 00:00:00, 98.92
1999-03-23 00:00:00, 98.92
1999-03-24 00:00:00, 99.06
1999-03-25 00:00:00, 99.48
1999-03-26 00:00:00, 100.19
1999-03-29 00:00:00, 100.36
1999-03-30 00:00:00, 100.54
1999-03-31 00:00:00, 100.1
1999-04-01 00:00:00, 100.09
1999-04-02 00:00:00, 100.2
1999-04-05 00:00:00, 100.74
1999-04-06 00:00:00, 99.91
1999-04-07 00:00:00, 100.35
1999-04-08 00:00:00, 100.44
1999-04-09 00:00:00, 100.06
1999-04-12 00:00:00, 99.8
1999-04-13 00:00:00, 100.06
1999-04-14 00:00:00, 99.82
1999-04-15 00:00:00, 100.34
1999-04-16 00:00:00, 100.08
1999-04-19 00:00:00, 100.43
1999-04-20 00:00:00, 100.81
1999-04-21 00:00:00, 101.17
1999-04-22 00:00:00, 100.91
1999-04-23 00:00:00, 100.87
1999-04-26 00:00:00, 101.02
1999-04-27 00:00:00, 100.63
1999-04-28 00:00:00, 100.79
1999-04-29 00:00:00, 100.94
1999-04-30 00:00:00, 101.0
1999-05-03 00:00:00, 101.11
1999-05-04 00:00:00, 100.68
1999-05-05 00:00:00, 99.91
1999-05-06 00:00:00, 99.45
1999-05-07 00:00:00, 99.99
1999-05-10 00:00:00, 99.73
1999-05-11 00:00:00, 100.24
1999-05-12 00:00:00, 100.7
1999-05-13 00:00:00, 100.7
1999-05-14 00:00:00, 100.93
1999-05-17 00:00:00, 100.86
1999-05-18 00:00:00, 100.72
1999-05-19 00:00:00, 101.09
1999-05-20 00:00:00, 101.34
1999-05-21 00:00:00, 101.64
1999-05-24 00:00:00, 101.4
1999-05-25 00:00:00, 101.38
1999-05-26 00:00:00, 102.24
1999-05-27 00:00:00, 102.08
1999-05-28 00:00:00, 102.51
1999-05-31 00:00:00, 102.28
1999-06-01 00:00:00, 102.07
1999-06-02 00:00:00, 102.79
1999-06-03 00:00:00, 102.98
1999-06-04 00:00:00, 102.65
1999-06-07 00:00:00, 103.11
1999-06-08 00:00:00, 101.76
1999-06-09 00:00:00, 101.76
1999-06-10 00:00:00, 101.58
1999-06-11 00:00:00, 101.0
1999-06-14 00:00:00, 102.11
1999-06-15 00:00:00, 102.21
1999-06-16 00:00:00, 102.85
1999-06-17 00:00:00, 102.52
1999-06-18 00:00:00, 102.31
1999-06-21 00:00:00, 102.88
1999-06-22 00:00:00, 103.0
1999-06-23 00:00:00, 103.04
1999-06-24 00:00:00, 102.51
1999-06-25 00:00:00, 102.28
1999-06-28 00:00:00, 102.85
1999-06-29 00:00:00, 103.05
1999-06-30 00:00:00, 102.85
1999-07-01 00:00:00, 103.66
1999-07-02 00:00:00, 103.49
1999-07-05 00:00:00, 103.77
1999-07-06 00:00:00, 103.78
1999-07-07 00:00:00, 103.93
1999-07-08 00:00:00, 104.12
1999-07-09 00:00:00, 104.44
1999-07-12 00:00:00, 104.5
1999-07-13 00:00:00, 104.32
1999-07-14 00:00:00, 103.93
1999-07-15 00:00:00, 104.0
1999-07-16 00:00:00, 104.08
1999-07-19 00:00:00, 102.92
1999-07-20 00:00:00, 102.41
1999-07-21 00:00:00, 101.63
1999-07-22 00:00:00, 101.49
1999-07-23 00:00:00, 101.55
1999-07-26 00:00:00, 100.57
1999-07-27 00:00:00, 100.79
1999-07-28 00:00:00, 100.41
1999-07-29 00:00:00, 99.78
1999-07-30 00:00:00, 99.75
1999-08-02 00:00:00, 99.84
1999-08-03 00:00:00, 99.91
1999-08-04 00:00:00, 99.27
1999-08-05 00:00:00, 99.42
1999-08-06 00:00:00, 99.59
1999-08-09 00:00:00, 99.98
1999-08-10 00:00:00, 99.81
1999-08-11 00:00:00, 100.18
1999-08-12 00:00:00, 100.09
1999-08-13 00:00:00, 100.77
1999-08-16 00:00:00, 100.63
1999-08-17 00:00:00, 100.84
1999-08-18 00:00:00, 100.57
1999-08-19 00:00:00, 99.8
1999-08-20 00:00:00, 99.55
1999-08-23 00:00:00, 100.74
1999-08-24 00:00:00, 100.49
1999-08-25 00:00:00, 101.3
1999-08-26 00:00:00, 101.21
1999-08-27 00:00:00, 101.02
1999-08-30 00:00:00, 100.94
1999-08-31 00:00:00, 99.95
1999-09-01 00:00:00, 99.79
1999-09-02 00:00:00, 99.25
1999-09-03 00:00:00, 99.78
1999-09-06 00:00:00, 99.89
1999-09-07 00:00:00, 100.0
1999-09-08 00:00:00, 99.88
1999-09-09 00:00:00, 99.63
1999-09-10 00:00:00, 101.02
1999-09-13 00:00:00, 100.38
1999-09-14 00:00:00, 100.73
