china_gdp_yoy_forecast,coffee_inventory,coffee_nearby,coffee_total_consumption_usda,colombia_coffee_exports,crude_nearby,non_commercial_net_position,sugar_nearby,vix_index, value,CHN_NGDP_RPCH,CHN_PCPI,CHN_PPPEX,COL_NGDP_RPCH,COL_PCPI,COL_PPPEX,COL_TMG_RPCH,COL_TXG_RPCH,USA_NGDP_RPCH,USA_PCPI,USA_PPPEX,USA_TMG_RPCH,USA_TXG_RPCH
,4607530.0,111.0,123336.0,939267.0,65.96,-11873.0,11.85,62.9,84.556,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4598960.0,113.0,123336.0,839113.0,67.81,-11873.0,12.02,59.89,85.633,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4595259.0,112.35,123336.0,839113.0,63.91,-11873.0,12.18,53.68,86.354,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4600401.0,116.7,123336.0,839113.0,70.53,-9085.0,12.71,47.73,84.784,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4588773.0,116.4,123336.0,839113.0,65.3,-9085.0,12.64,54.56,84.606,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4584927.0,111.0,123336.0,839113.0,60.77,-9085.0,11.87,63.68,85.893,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4588752.0,112.1,123336.0,839113.0,61.04,-9085.0,12.01,56.1,85.907,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4589894.0,112.8,123336.0,839113.0,62.41,-9085.0,12.0,59.98,85.912,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4590422.0,112.3,123336.0,839113.0,59.33,-13026.0,11.8,61.44,87.075,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4569476.0,111.75,123336.0,839113.0,56.16,-13026.0,11.61,66.46,87.47,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4563526.0,110.4,123336.0,839113.0,58.24,-13026.0,11.42,59.83,86.938,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4568120.0,110.95,123336.0,839113.0,57.04,-13026.0,11.65,66.31,86.365,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4553899.0,110.55,123336.0,839113.0,54.95,-13026.0,11.74,69.15,86.807,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4555207.0,110.6,123336.0,839113.0,54.39,-10293.0,11.61,67.64,87.372,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4547655.0,111.0,123336.0,839113.0,53.62,-10293.0,11.67,74.26,87.312,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4544167.0,108.3,123336.0,839113.0,49.62,-10293.0,11.51,80.86,87.969,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4542906.0,108.95,123336.0,839113.0,49.93,-10293.0,11.28,72.67,88.191,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4526585.0,112.2,123336.0,839113.0,54.5,-10293.0,11.72,64.7,86.081,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4515977.0,112.5,123336.0,839113.0,50.77,-9657.0,11.61,60.9,85.0,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4504560.0,114.1,123336.0,839113.0,54.44,-9657.0,11.81,54.92,85.667,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4504560.0,114.1,123336.0,839113.0,54.44,-9657.0,11.81,54.92,85.567,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4500289.0,114.1,123336.0,839113.0,54.43,-9657.0,11.9,55.28,86.517,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4500289.0,114.1,123336.0,915039.0,54.43,-9657.0,11.9,55.28,86.517,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4436723.0,111.65,123336.0,915039.0,49.28,-9657.0,11.65,68.51,86.724,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4491026.0,110.25,123336.0,915039.0,46.96,-11165.0,11.62,62.98,86.702,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4475916.0,109.6,123336.0,915039.0,46.79,-11165.0,11.16,60.72,87.03,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4470441.0,104.5,123336.0,915039.0,43.67,-11165.0,10.8,63.64,86.444,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4465891.0,101.6,123336.0,915039.0,40.81,-11165.0,10.57,59.93,87.121,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4469399.0,107.75,123336.0,915039.0,43.71,-11165.0,11.25,58.49,85.56,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4466817.0,108.05,123336.0,915039.0,42.07,-13895.0,11.22,58.91,85.837,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4459444.0,108.45,123336.0,915039.0,43.52,-13895.0,11.62,55.73,85.484,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4459194.0,111.05,123336.0,915039.0,47.98,-13895.0,11.89,55.78,83.834,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4452142.0,109.85,123336.0,915039.0,46.28,-13895.0,11.64,54.28,83.644,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4450042.0,108.3,123336.0,915039.0,44.51,-13895.0,11.52,56.76,82.27,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4447118.0,109.6,123336.0,915039.0,43.6,-11291.0,11.67,52.37,80.683,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4448912.0,110.5,123336.0,915039.0,40.06,-11291.0,11.73,49.84,78.908,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4444745.0,110.7,123336.0,915039.0,36.22,-11291.0,11.83,47.34,79.467,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4444745.0,110.95,123336.0,915039.0,33.87,-11291.0,10.95,44.93,81.298,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4436847.0,108.35,123336.0,915039.0,39.91,-11291.0,10.85,44.56,81.093,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4434727.0,107.45,123336.0,915039.0,38.98,-12196.0,10.85,45.02,81.241,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4434727.0,108.05,123336.0,915039.0,35.35,-12196.0,11.02,44.21,81.214,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4433452.0,108.05,123336.0,915039.0,35.35,-12196.0,11.02,44.21,81.214,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4431902.0,108.4,123336.0,915039.0,37.71,-12196.0,10.98,43.38,80.892,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4425766.0,106.65,123336.0,915039.0,40.02,-12196.0,11.12,43.9,80.685,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4415918.0,107.55,123336.0,915039.0,39.03,-13493.0,11.29,41.63,80.899,14.247,80.095,3.033,6.738,63.814,1000.336,16.659,7.865,2.011,207.344,1.0,1.93,6.996
,4415918.0,112.05,128010.0,1006971.0,44.6,-13493.0,11.81,40.0,81.308,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4413443.0,112.05,128010.0,1006971.0,44.6,-13493.0,11.81,40.0,81.308,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4406908.0,110.9,128010.0,1006971.0,46.34,-13493.0,11.85,39.19,81.839,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4400011.0,107.7,128010.0,1006971.0,48.81,-13493.0,11.82,39.08,82.637,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4401537.0,116.1,128010.0,1006971.0,48.58,-6944.0,12.27,38.56,82.85,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4390169.0,114.2,128010.0,1006971.0,42.63,-6944.0,11.98,43.39,82.275,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4388706.0,113.45,128010.0,1006971.0,41.7,-6944.0,12.03,42.56,81.536,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4372144.0,116.9,128010.0,1006971.0,40.83,-6944.0,12.05,42.82,82.663,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4365513.0,114.5,128010.0,1006971.0,37.59,-6944.0,11.47,45.84,83.019,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4356167.0,114.75,128010.0,1006971.0,37.78,111.0,11.53,43.27,84.265,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4357253.0,114.65,128010.0,1006971.0,37.28,111.0,11.43,49.14,84.419,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4354959.0,113.9,128010.0,1006971.0,35.4,111.0,11.96,51.0,84.44,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4354959.0,115.8,128010.0,1006971.0,36.51,111.0,12.26,46.11,84.212,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4348378.0,115.8,128010.0,1006971.0,36.51,111.0,12.26,46.11,84.722,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4340670.0,114.9,128010.0,1006971.0,38.74,2973.0,12.59,56.65,86.216,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4322603.0,117.55,128010.0,1006971.0,43.55,2973.0,12.6,46.42,85.817,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4317437.0,119.45,128010.0,1006971.0,43.67,2973.0,12.38,47.29,85.52,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4319917.0,119.65,128010.0,1006971.0,46.47,2973.0,12.7,47.27,85.608,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4313616.0,122.2,128010.0,1006971.0,45.73,2973.0,12.92,45.69,84.727,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4290170.0,121.9,128010.0,1006971.0,41.58,9688.0,12.91,42.25,84.426,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4274239.0,122.5,128010.0,1006971.0,42.16,9688.0,12.87,39.66,84.672,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4261442.0,121.5,128010.0,1006971.0,41.44,9688.0,12.59,42.63,85.277,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4239901.0,118.9,128010.0,1006971.0,41.68,9688.0,12.67,44.84,85.999,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4239901.0,118.9,128010.0,849000.0,41.68,9688.0,12.67,44.84,85.999,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4239852.0,119.75,128010.0,849000.0,40.08,9688.0,12.75,45.52,86.073,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4234594.0,119.25,128010.0,849000.0,40.78,9976.0,12.66,43.06,85.05,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4226914.0,115.9,128010.0,849000.0,40.32,9976.0,12.59,43.85,85.702,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4224466.0,119.2,128010.0,849000.0,41.17,9976.0,12.98,43.73,86.057,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4221416.0,119.55,128010.0,849000.0,40.17,9976.0,13.12,43.37,85.346,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4218416.0,121.4,128010.0,849000.0,39.56,9976.0,13.28,43.64,84.792,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4215358.0,116.85,128010.0,849000.0,37.55,9912.0,13.23,46.67,85.807,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4215108.0,115.8,128010.0,849000.0,35.94,9912.0,13.19,44.53,85.776,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4210107.0,112.15,128010.0,849000.0,33.98,9912.0,13.13,41.25,86.547,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4210107.0,112.35,128010.0,849000.0,37.51,9912.0,13.26,42.93,86.041,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4189263.0,112.35,128010.0,849000.0,37.51,9912.0,13.26,42.93,86.66,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4185738.0,110.35,128010.0,849000.0,34.93,4529.0,12.98,48.66,87.581,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4189409.0,108.85,128010.0,849000.0,34.62,4529.0,12.69,48.46,88.007,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4184149.0,109.7,128010.0,849000.0,39.48,4529.0,12.84,47.08,87.439,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4187230.0,108.9,128010.0,849000.0,38.94,4529.0,12.71,49.3,86.488,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4188389.0,110.85,128010.0,849000.0,38.44,4529.0,12.68,52.62,87.24,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4176970.0,111.2,128010.0,849000.0,39.96,3326.0,12.83,45.49,86.895,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4169260.0,110.65,128010.0,849000.0,42.5,3326.0,13.18,44.67,87.906,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4163110.0,110.7,128010.0,849000.0,45.22,3326.0,13.7,44.66,87.727,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4160740.0,109.45,128010.0,849000.0,44.76,3326.0,13.47,46.35,88.008,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4160740.0,109.45,128010.0,943240.0,44.76,3326.0,13.47,46.35,88.008,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4157072.0,103.55,128010.0,943240.0,40.15,3326.0,12.75,52.65,88.94,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4158852.0,104.1,128010.0,943240.0,41.65,-3348.0,12.69,50.93,88.91,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4156807.0,106.3,128010.0,943240.0,45.38,-3348.0,13.26,47.56,88.577,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4157500.0,106.55,128010.0,943240.0,43.61,-3348.0,12.83,50.17,89.105,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4151206.0,105.3,128010.0,943240.0,45.52,-3348.0,12.78,49.33,88.512,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4149828.0,104.2,128010.0,943240.0,47.07,-3348.0,12.49,49.68,89.009,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4147343.0,103.85,128010.0,943240.0,45.71,-3872.0,12.59,44.37,88.927,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4094243.0,104.95,128010.0,943240.0,42.33,-3872.0,12.81,43.61,87.868,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4088300.0,108.45,128010.0,943240.0,47.03,-3872.0,13.09,41.18,87.66,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4062508.0,108.3,128010.0,943240.0,46.25,-3872.0,12.88,42.36,87.428,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4060908.0,108.85,128010.0,943240.0,47.35,-3872.0,12.99,43.74,86.946,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4050683.0,109.25,128010.0,943240.0,49.16,-1211.0,13.11,40.8,86.933,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4039804.0,111.15,128010.0,943240.0,48.14,-1211.0,13.24,40.06,84.595,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4037155.0,114.2,128010.0,943240.0,51.61,-1211.0,13.62,43.68,83.129,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4034884.0,116.2,128010.0,943240.0,51.06,-1211.0,13.54,45.89,83.841,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4028161.0,117.5,128010.0,943240.0,53.8,-1211.0,13.41,43.23,83.426,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4020246.0,116.75,128010.0,943240.0,53.98,5868.0,13.0,42.93,83.858,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4012845.0,116.7,128010.0,943240.0,52.77,5868.0,12.82,42.25,83.808,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4009197.0,117.35,128010.0,943240.0,54.34,5868.0,12.75,40.36,84.165,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,4000658.0,115.85,128010.0,943240.0,52.38,5868.0,12.62,41.04,85.111,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3994284.0,113.0,128010.0,943240.0,48.41,5868.0,12.48,45.54,85.869,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3988978.0,115.75,128010.0,817104.0,49.66,8643.0,12.67,44.14,85.43,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3978232.0,114.5,128010.0,817104.0,48.39,8643.0,12.73,42.28,85.503,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3974521.0,116.8,128010.0,817104.0,52.64,8643.0,13.06,42.04,84.446,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3971668.0,118.4,128010.0,817104.0,52.51,8643.0,12.55,39.7,84.165,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3959306.0,117.5,128010.0,817104.0,51.05,8643.0,12.22,40.93,84.571,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3944394.0,117.5,128010.0,817104.0,49.15,11564.0,12.23,40.39,85.288,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3916226.0,118.2,128010.0,817104.0,49.38,11564.0,12.38,38.85,85.361,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3916226.0,119.3,128010.0,817104.0,52.24,11564.0,12.74,36.53,85.786,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3915987.0,119.3,128010.0,817104.0,52.24,11564.0,12.74,36.53,85.786,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3910515.0,115.2,128010.0,817104.0,50.05,11564.0,13.32,37.81,84.635,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3909742.0,115.4,128010.0,817104.0,49.41,9480.0,13.25,37.67,84.642,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3906013.0,115.7,128010.0,817104.0,49.25,9480.0,13.14,36.17,85.081,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3906013.0,113.75,128010.0,817104.0,49.98,9480.0,12.84,35.79,85.227,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3900871.0,111.85,128010.0,817104.0,50.33,9480.0,13.19,33.94,85.981,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3881455.0,111.65,128010.0,817104.0,45.88,9480.0,12.92,39.18,86.637,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3877201.0,112.25,128010.0,817104.0,46.51,6117.0,13.06,37.14,86.579,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3869172.0,116.95,128010.0,817104.0,48.85,6117.0,13.22,38.1,86.191,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3865234.0,117.75,128010.0,817104.0,49.62,6117.0,13.35,37.15,85.517,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3858871.0,119.0,128010.0,817104.0,51.55,6117.0,13.9,36.82,84.714,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3847204.0,114.9,128010.0,817104.0,50.14,6117.0,13.7,38.32,85.696,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3843954.0,115.7,128010.0,817104.0,49.92,7862.0,13.79,37.95,85.158,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3822231.0,116.05,128010.0,817104.0,50.97,7862.0,13.84,36.08,84.474,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3817114.0,115.0,128010.0,549984.0,51.12,7862.0,14.05,36.5,84.614,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3817034.0,119.85,128010.0,549984.0,53.2,7862.0,15.05,35.3,84.546,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3808561.0,120.2,128010.0,549984.0,54.47,7862.0,15.02,34.53,83.97,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3803086.0,123.65,128010.0,549984.0,53.84,14733.0,15.15,33.36,84.157,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3800091.0,123.95,128010.0,549984.0,56.34,14733.0,15.36,32.45,83.803,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3804415.0,123.65,128010.0,549984.0,56.71,14733.0,15.49,33.44,83.941,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3801370.0,125.7,128010.0,549984.0,58.63,14733.0,15.27,32.05,82.529,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3799612.0,127.85,128010.0,549984.0,58.5,14733.0,15.61,32.87,82.678,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3796537.0,128.15,128010.0,549984.0,58.85,21240.0,15.72,31.8,82.306,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
,3774632.0,126.9,128010.0,549984.0,58.02,21240.0,15.4,33.65,82.499,9.592,84.827,3.193,3.283,68.282,1056.868,6.779,7.423,0.122,215.254,1.0,-3.271,5.862
