china_gdp_yoy_forecast,coffee_inventory,coffee_nearby,coffee_total_consumption_usda,colombia_coffee_exports,crude_nearby,non_commercial_net_position,sugar_nearby,vix_index, value,CHN_NGDP_RPCH,CHN_PCPI,CHN_PPPEX,COL_NGDP_RPCH,COL_PCPI,COL_PPPEX,COL_TMG_RPCH,COL_TXG_RPCH,USA_NGDP_RPCH,USA_PCPI,USA_PPPEX,USA_TMG_RPCH,USA_TXG_RPCH
,3361204.0,107.1,116535.0,623030.0,73.7,11249.0,17.73,12.54,85.97,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3361775.0,110.35,116535.0,623030.0,74.61,12659.0,17.91,11.99,85.79,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3364054.0,108.85,116535.0,623030.0,72.28,12659.0,17.69,11.99,85.84,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3350272.0,107.15,116535.0,623030.0,69.94,12659.0,17.05,11.86,85.36,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3354083.0,106.5,116535.0,623030.0,70.19,12659.0,17.48,11.62,85.14,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3342380.0,105.75,116535.0,623030.0,69.77,12659.0,17.25,12.0,85.23,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3342596.0,107.05,116535.0,623030.0,70.69,9362.0,17.47,11.99,84.83,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3342163.0,107.2,116535.0,623030.0,72.13,9362.0,17.38,11.78,84.5,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3341715.0,102.7,116535.0,623030.0,73.32,9362.0,17.65,12.49,84.27,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3332260.0,101.8,116535.0,623030.0,72.04,9362.0,17.6,14.19,83.91,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3333713.0,99.6,116535.0,623030.0,69.41,9362.0,17.17,13.57,84.54,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3332713.0,100.85,116535.0,623030.0,69.53,-606.0,17.03,13.35,84.17,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3337563.0,98.25,116535.0,623030.0,68.69,-606.0,16.93,16.26,84.85,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3339294.0,99.65,116535.0,623030.0,69.45,-606.0,16.34,16.99,84.51,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3340102.0,100.65,116535.0,623030.0,68.53,-606.0,16.42,17.18,84.88,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3346402.0,99.6,116535.0,623030.0,69.23,-606.0,16.39,17.72,84.35,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3346313.0,101.4,116535.0,623030.0,71.76,-4475.0,16.62,18.26,84.35,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3345229.0,99.8,116535.0,623030.0,69.86,-4475.0,16.21,17.36,84.95,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3347311.0,98.65,116535.0,623030.0,71.32,-4475.0,16.24,15.5,84.71,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3347311.0,98.1,116535.0,623030.0,71.37,-4475.0,15.88,14.26,85.16,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3351345.0,98.1,116535.0,623030.0,71.37,-4475.0,15.88,14.26,85.05,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3340930.0,98.75,116535.0,623030.0,72.03,-8294.0,15.91,18.66,84.28,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3335390.0,98.95,116535.0,873916.0,71.29,-8294.0,15.46,16.44,84.72,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3327358.0,99.95,116535.0,873916.0,70.34,-8294.0,15.14,14.52,84.79,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3334195.0,101.25,116535.0,873916.0,72.33,-8294.0,15.21,14.32,84.04,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3334775.0,98.45,116535.0,873916.0,72.6,-8294.0,15.39,16.65,84.14,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3328308.0,96.1,116535.0,873916.0,72.5,-12689.0,15.09,17.34,84.73,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3313286.0,96.0,116535.0,873916.0,70.82,-12689.0,15.22,17.8,84.99,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3305498.0,96.45,116535.0,873916.0,70.35,-12689.0,15.03,18.35,85.84,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3292378.0,95.9,116535.0,873916.0,71.63,-12689.0,15.05,18.12,85.72,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3283807.0,95.65,116535.0,873916.0,70.36,-12689.0,14.91,20.96,85.85,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3284764.0,95.3,116535.0,873916.0,68.56,-14192.0,14.72,23.81,86.48,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3291702.0,96.05,116535.0,873916.0,69.14,-14192.0,14.71,21.46,86.14,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3294064.0,96.55,116535.0,873916.0,69.5,-14192.0,15.0,15.9,86.02,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3294064.0,95.25,116535.0,873916.0,69.88,-14192.0,15.01,17.25,85.94,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3297597.0,94.95,116535.0,873916.0,68.98,-14192.0,14.85,17.83,86.32,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3295730.0,95.45,116535.0,873916.0,68.94,-14515.0,15.21,16.69,86.18,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3290597.0,95.1,116535.0,873916.0,70.33,-14515.0,15.74,15.52,85.78,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3295201.0,95.7,116535.0,873916.0,70.84,-14515.0,15.75,15.88,86.39,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3300455.0,95.3,116535.0,873916.0,70.87,-14515.0,15.45,15.89,86.88,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3305181.0,94.6,116535.0,873916.0,71.8,-14515.0,15.76,15.62,86.49,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3303065.0,95.35,116535.0,873916.0,71.92,-16396.0,15.64,16.4,86.47,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3297308.0,97.7,116535.0,873916.0,72.19,-16396.0,15.67,15.79,86.63,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3298841.0,97.5,116535.0,873916.0,73.52,-16396.0,15.63,13.03,85.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3300239.0,99.5,116535.0,880511.0,73.93,-16396.0,15.79,13.08,85.16,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3300239.0,102.0,116535.0,880511.0,73.93,-16396.0,16.62,13.05,85.19,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3305069.0,102.0,116535.0,880511.0,73.93,-9080.0,16.62,13.05,85.15,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3302909.0,101.85,116535.0,880511.0,75.19,-9080.0,17.02,14.15,85.6,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3303856.0,101.3,116535.0,880511.0,75.14,-9080.0,17.16,13.65,85.35,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3314168.0,98.4,116535.0,880511.0,74.09,-9080.0,16.87,13.97,85.01,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3312523.0,99.1,116535.0,880511.0,73.61,-9080.0,16.46,14.02,85.5,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3311070.0,98.35,116535.0,880511.0,74.16,-7320.0,16.57,13.14,85.36,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3309779.0,98.55,116535.0,880511.0,74.95,-7320.0,16.27,14.49,85.91,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3313305.0,99.35,116535.0,880511.0,76.7,-7320.0,16.42,17.79,85.84,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3318938.0,97.0,116535.0,880511.0,77.03,-7320.0,15.97,18.05,86.1,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3324112.0,95.75,116535.0,880511.0,75.3,-7320.0,15.7,18.64,87.02,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3326790.0,96.1,116535.0,880511.0,73.54,-7775.0,15.67,17.74,87.01,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3336725.0,95.9,116535.0,880511.0,72.66,-7775.0,15.36,15.55,86.52,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3342300.0,95.8,116535.0,880511.0,73.08,-7775.0,15.31,16.21,86.22,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3348109.0,95.6,116535.0,880511.0,74.43,-7775.0,15.36,17.4,85.93,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3349032.0,94.05,116535.0,880511.0,75.05,-7775.0,15.58,14.98,86.34,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3357282.0,95.1,116535.0,880511.0,73.75,-12223.0,15.31,14.85,86.64,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3356485.0,95.5,116535.0,880511.0,73.94,-12223.0,15.05,14.62,85.86,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3363768.0,96.8,116535.0,880511.0,74.54,-12223.0,14.77,14.94,85.84,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3369558.0,99.4,116535.0,880511.0,73.24,-12223.0,14.76,14.33,85.38,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3373998.0,99.35,116535.0,904661.0,74.4,-12223.0,14.91,14.95,85.3,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3376064.0,98.3,116535.0,904661.0,74.91,-8961.0,14.9,15.05,85.01,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3378605.0,103.7,116535.0,904661.0,75.81,-8961.0,14.53,14.34,85.18,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3382663.0,105.85,116535.0,904661.0,75.46,-8961.0,14.28,14.46,85.04,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3391066.0,105.45,116535.0,904661.0,74.76,-8961.0,14.41,14.34,84.58,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3390306.0,107.15,116535.0,904661.0,76.98,-8961.0,14.27,15.23,84.74,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3405751.0,107.1,116535.0,904661.0,76.31,5362.0,13.99,15.23,84.83,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3403153.0,107.65,116535.0,904661.0,76.35,5362.0,14.04,15.2,84.71,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3412140.0,105.55,116535.0,904661.0,74.0,5362.0,13.89,14.46,85.12,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3418437.0,104.3,116535.0,904661.0,74.35,5362.0,13.36,14.3,85.49,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3416262.0,100.75,116535.0,904661.0,73.53,5362.0,12.5,14.26,85.67,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3424287.0,102.85,116535.0,904661.0,73.05,4294.0,12.79,13.42,85.22,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3430985.0,104.65,116535.0,904661.0,71.89,4294.0,12.65,12.41,84.88,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3441658.0,103.55,116535.0,904661.0,70.06,4294.0,12.2,12.24,85.04,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3440336.0,103.25,116535.0,904661.0,71.14,4294.0,12.18,11.64,85.09,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3443599.0,107.0,116535.0,904661.0,72.45,4294.0,12.14,12.22,84.63,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3446133.0,108.2,116535.0,904661.0,72.63,6742.0,12.06,12.19,85.17,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3447361.0,107.35,116535.0,904661.0,71.76,6742.0,12.41,12.4,85.13,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3459433.0,107.05,116535.0,904661.0,72.36,6742.0,12.3,12.4,85.28,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3467104.0,106.2,116535.0,904661.0,72.51,6742.0,12.3,12.31,85.38,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3473237.0,103.2,116535.0,904661.0,70.61,6742.0,12.13,12.18,85.26,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3482900.0,103.3,116535.0,904661.0,69.71,4463.0,11.88,12.28,84.96,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3490783.0,103.35,116535.0,904661.0,70.03,4463.0,11.52,12.22,84.97,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3504482.0,104.0,116535.0,937596.0,70.26,4463.0,11.8,12.31,85.05,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3504482.0,103.4,116535.0,937596.0,69.19,4463.0,11.39,11.96,84.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3511627.0,103.4,116535.0,937596.0,69.19,4463.0,11.39,11.96,84.68,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3514969.0,106.45,116535.0,937596.0,68.6,4943.0,11.49,12.63,85.0,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3524427.0,106.25,116535.0,937596.0,67.5,4943.0,11.64,13.74,85.1,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3529984.0,103.5,116535.0,937596.0,67.32,4943.0,11.62,13.88,85.53,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3543577.0,102.45,116535.0,937596.0,66.25,4943.0,11.89,13.16,85.95,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3549996.0,100.25,116535.0,937596.0,65.61,4943.0,11.41,12.99,85.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3555824.0,100.1,116535.0,937596.0,63.76,-1395.0,11.55,11.92,85.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3560051.0,100.5,116535.0,937596.0,63.97,-1395.0,12.37,11.18,85.86,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3566374.0,99.95,116535.0,937596.0,63.22,-1395.0,12.16,11.55,85.66,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3568934.0,98.65,116535.0,937596.0,63.33,-1395.0,12.44,11.76,85.98,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3568415.0,99.2,116535.0,937596.0,63.8,-1395.0,12.36,11.78,85.81,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3577107.0,100.45,116535.0,937596.0,61.66,-6086.0,12.3,11.98,85.94,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3586787.0,101.95,116535.0,937596.0,60.46,-6086.0,12.12,11.39,85.81,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3595787.0,103.55,116535.0,937596.0,61.59,-6086.0,11.56,12.25,85.2,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3596325.0,104.45,116535.0,937596.0,60.55,-6086.0,10.46,12.59,85.16,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3597641.0,106.65,116535.0,937596.0,61.45,-6086.0,9.75,12.12,85.38,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3594776.0,106.9,116535.0,937596.0,61.01,-2866.0,10.19,11.53,85.63,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3593863.0,106.9,116535.0,937596.0,62.96,-2866.0,10.15,11.58,85.69,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3602057.0,107.5,116535.0,937596.0,62.76,-2866.0,10.55,11.72,85.77,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3611113.0,107.65,116535.0,937596.0,62.91,-2866.0,10.85,11.98,86.03,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3611113.0,107.65,116535.0,955639.0,62.91,-2866.0,10.85,11.98,86.03,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3618058.0,103.55,116535.0,955639.0,61.03,-2866.0,11.32,12.57,85.6,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3626904.0,104.25,116535.0,955639.0,58.68,-2472.0,10.89,12.24,85.71,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3631716.0,104.45,116535.0,955639.0,59.41,-2472.0,11.16,11.86,85.84,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3627174.0,104.5,116535.0,955639.0,60.03,-2472.0,11.14,11.98,85.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3636437.0,103.9,116535.0,955639.0,59.76,-2472.0,11.07,11.56,86.5,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3645790.0,103.05,116535.0,955639.0,59.96,-2472.0,11.48,11.68,86.55,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3649839.0,102.85,116535.0,955639.0,58.52,-3623.0,11.61,11.52,87.02,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3655316.0,103.05,116535.0,955639.0,57.59,-3623.0,11.09,11.62,87.12,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3664449.0,103.3,116535.0,955639.0,57.86,-3623.0,11.13,11.09,86.92,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3671939.0,104.05,116535.0,955639.0,58.57,-3623.0,11.13,10.75,87.12,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3675607.0,101.9,116535.0,955639.0,59.94,-3623.0,11.71,11.09,87.0,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3681660.0,102.45,116535.0,955639.0,58.93,-5998.0,12.58,11.73,86.87,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3686767.0,102.25,116535.0,955639.0,57.65,-5998.0,11.59,11.34,86.88,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3690202.0,101.85,116535.0,955639.0,58.5,-5998.0,11.59,10.9,86.24,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3698747.0,102.05,116535.0,955639.0,56.82,-5998.0,11.71,10.63,86.27,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3662210.0,106.85,116535.0,955639.0,58.81,-5998.0,11.8,11.08,86.71,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3664539.0,107.15,116535.0,955639.0,59.35,991.0,11.69,10.78,86.7,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3669811.0,106.85,116535.0,955639.0,61.4,991.0,11.9,10.66,86.38,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3659720.0,107.6,116535.0,955639.0,60.36,991.0,11.82,10.56,85.89,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3663519.0,108.0,116535.0,955639.0,60.75,991.0,11.79,10.8,85.56,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3669739.0,108.0,116535.0,955639.0,58.36,991.0,11.45,11.2,85.59,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3657023.0,108.25,116535.0,963812.0,58.73,6545.0,11.55,11.1,85.32,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3648981.0,108.65,116535.0,963812.0,58.71,6545.0,11.5,11.51,85.42,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3655673.0,110.55,116535.0,963812.0,57.88,6545.0,11.53,11.42,85.34,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3640871.0,112.45,116535.0,963812.0,59.14,6545.0,11.31,11.16,85.71,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3640027.0,113.2,116535.0,963812.0,60.02,6545.0,11.75,11.16,85.75,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3645675.0,112.95,116535.0,963812.0,58.93,15678.0,11.58,11.09,85.43,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3634602.0,115.75,116535.0,963812.0,59.83,15678.0,11.96,10.75,85.41,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3639897.0,119.2,116535.0,963812.0,61.16,15678.0,12.18,11.01,85.18,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3641447.0,115.85,116535.0,963812.0,59.59,15678.0,11.85,10.79,85.07,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3643124.0,115.15,116535.0,963812.0,58.58,15678.0,11.67,10.86,85.37,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3632079.0,115.8,116535.0,963812.0,58.28,22918.0,11.67,10.5,85.3,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3630314.0,118.15,116535.0,963812.0,58.76,22918.0,11.79,10.31,85.33,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
,3630314.0,116.5,116535.0,963812.0,56.26,22918.0,11.53,10.16,85.49,11.389,75.176,2.868,4.447,57.968,951.445,19.213,11.24,3.483,195.267,1.0,7.023,7.611
